MIMAT,name,logFC.merged,adj.P.Val.merged,TestStatistic.meta,adj.P.Val.meta,same_dir,consensus,curated
MIMAT0000459,hsa-miR-193a-3p,-0.3254371,8.946e-02,-2.6020152,0.1444682, TRUE,FALSE,white
MIMAT0003879,hsa-miR-758-3p,-0.1861165,9.769e-02,-1.4532608,0.4389132, TRUE,FALSE,white
MIMAT0000231,hsa-miR-199a-5p,-0.4753787,9.935e-02,-1.8773011,0.3249684, TRUE,FALSE,white
MIMAT0002814,hsa-miR-432-5p,-0.1510589,9.935e-02,-1.6318905,0.3728243, TRUE,FALSE,white
MIMAT0000100,hsa-miR-29b-3p,-0.5320405,1.002e-01,-1.3590113,0.4664042, TRUE,FALSE,white
MIMAT0000761,hsa-miR-324-5p, 0.2747791,1.002e-01, 1.4948573,0.4189738, TRUE,FALSE,white
MIMAT0000415,hsa-let-7i-5p, 0.3291152,1.008e-01,-0.1493537,0.9743191,FALSE,FALSE,white
MIMAT0001638,hsa-miR-409-5p,-0.1308552,1.008e-01,-1.6019460,0.3848148, TRUE,FALSE,white
MIMAT0000450,hsa-miR-149-5p,-0.4882822,1.021e-01,-2.0229242,0.2927296, TRUE,FALSE,white
MIMAT0002820,hsa-miR-497-5p,-0.3673587,1.021e-01,-1.8522402,0.3249684, TRUE,FALSE,white
MIMAT0004695,hsa-miR-337-5p,-0.2197365,1.021e-01,-1.2968454,0.4960708, TRUE,FALSE,white
MIMAT0000084,hsa-miR-27a-3p, 0.3437549,1.023e-01, 0.0728438,0.9864472, TRUE,FALSE,white
MIMAT0004911,hsa-miR-874-3p,-0.1716556,1.079e-01,-1.7768562,0.3577117, TRUE,FALSE,white
MIMAT0000065,hsa-let-7d-5p, 0.4718861,1.107e-01, 1.5206613,0.4097757, TRUE,FALSE,white
MIMAT0000710,hsa-miR-365a-3p,-0.4117385,1.130e-01,-1.8369317,0.3249684, TRUE,FALSE,white
MIMAT0003150,hsa-miR-455-5p, 0.2433214,1.130e-01, 0.9765456,0.6454108, TRUE,FALSE,white
MIMAT0004606,hsa-miR-136-3p,-0.1765014,1.130e-01,-1.3952679,0.4643427, TRUE,FALSE,white
MIMAT0004767,hsa-miR-193b-5p,-0.1499994,1.175e-01,-1.7542208,0.3644168, TRUE,FALSE,white
MIMAT0001631,hsa-miR-451,-0.9212044,1.175e-01,-1.8891299,0.3249684, TRUE,FALSE,yellow
MIMAT0004595,hsa-miR-135a-3p, 0.2080652,1.175e-01, 1.3130932,0.4866521, TRUE,FALSE,white
MIMAT0001413,hsa-miR-20b-5p, 0.4717412,1.176e-01, 1.3558455,0.4664042, TRUE,FALSE,white
MIMAT0000104,hsa-miR-107, 0.3106765,1.184e-01, 0.7933481,0.7310154, TRUE,FALSE,white
MIMAT0002888,hsa-miR-532-5p, 0.2561147,1.184e-01, 1.1071404,0.5686545, TRUE,FALSE,white
MIMAT0000074,hsa-miR-19b-3p, 0.3172351,1.204e-01, 1.9136108,0.3249684, TRUE,FALSE,white
MIMAT0005939,hsa-miR-1281,-0.0837673,1.204e-01,-1.5449713,0.4097757, TRUE,FALSE,rejected
MIMAT0000760,hsa-miR-331-3p,-0.2675721,1.249e-01,-2.0844830,0.2717631, TRUE,FALSE,white
MIMAT0004774,hsa-miR-501-3p, 0.1351969,1.249e-01, 1.6573288,0.3644168, TRUE,FALSE,white
MIMAT0000687,hsa-miR-299-3p,-0.1217016,1.386e-01,-1.6380617,0.3728243, TRUE,FALSE,white
MIMAT0005901,hsa-miR-1249-3p, 0.2287452,1.463e-01,-0.0469608,0.9925070,FALSE,FALSE,white
MIMAT0000083,hsa-miR-26b-5p,-0.6893793,1.487e-01,-1.1001368,0.5705335, TRUE,FALSE,white
MIMAT0000682,hsa-miR-200a-3p,-0.5621893,1.497e-01,-1.1574933,0.5531117, TRUE,FALSE,white
MIMAT0000733,hsa-miR-379-5p,-0.2586672,1.502e-01,-1.1100703,0.5686545, TRUE,FALSE,white
MIMAT0000753,hsa-miR-342-3p,-0.4808361,1.502e-01,-1.5289792,0.4097757, TRUE,FALSE,white
MIMAT0001639,hsa-miR-409-3p,-0.1761380,1.530e-01,-1.3978063,0.4643427, TRUE,FALSE,white
MIMAT0003163,hsa-miR-539-5p,-0.1180400,1.567e-01,-1.2648501,0.5052791, TRUE,FALSE,white
MIMAT0000094,hsa-miR-95-3p,-0.2880045,1.588e-01,-2.0899086,0.2717631, TRUE,FALSE,white
MIMAT0004610,hsa-miR-150-3p, 0.1933600,1.588e-01, 1.7063501,0.3644168, TRUE,FALSE,white
MIMAT0004689,hsa-miR-377-5p,-0.0778876,1.588e-01,-1.2194723,0.5175985, TRUE,FALSE,white
MIMAT0002809,hsa-miR-146b-5p, 0.4325122,1.633e-01, 1.2391076,0.5140180, TRUE,FALSE,white
MIMAT0000265,hsa-miR-204-5p,-0.1873054,1.645e-01,-1.1440167,0.5578619, TRUE,FALSE,white
MIMAT0002819,hsa-miR-193b-3p,-0.3220217,1.645e-01,-1.3951918,0.4643427, TRUE,FALSE,white
MIMAT0003393,hsa-miR-425-5p,-0.3262190,1.645e-01,-1.5965682,0.3848148, TRUE,FALSE,white
MIMAT0004600,hsa-miR-144-5p,-0.2585102,1.655e-01,-1.4849771,0.4189738, TRUE,FALSE,white
MIMAT0003233,hsa-miR-551b-3p,-0.3406321,1.779e-01,-1.2716465,0.5039923, TRUE,FALSE,white
MIMAT0000763,hsa-miR-338-3p,-0.5152905,1.784e-01,-1.4072031,0.4643427, TRUE,FALSE,white
MIMAT0000757,hsa-miR-151-3p, 0.2864499,1.839e-01, 1.1950103,0.5301896, TRUE,FALSE,white
MIMAT0003180,hsa-miR-487b-3p,-0.1705805,1.840e-01,-1.0521705,0.5950630, TRUE,FALSE,white
MIMAT0001618,hsa-miR-191-3p, 0.0743281,1.895e-01, 0.3127550,0.9626936, TRUE,FALSE,white
MIMAT0002175,hsa-miR-485-5p,-0.0635673,1.895e-01,-1.4487458,0.4389132, TRUE,FALSE,white
MIMAT0004599,hsa-miR-143-5p,-0.1074601,1.895e-01,-1.3334648,0.4785200, TRUE,FALSE,white
MIMAT0004682,hsa-miR-361-3p,-0.2085636,1.895e-01,-1.4899287,0.4189738, TRUE,FALSE,white
MIMAT0004955,hsa-miR-374b-5p,-0.2377372,1.895e-01,-1.3175395,0.4866521, TRUE,FALSE,white
MIMAT0002171,hsa-miR-410-3p,-0.1567263,1.918e-01,-0.9386452,0.6670561, TRUE,FALSE,white
MIMAT0000446,hsa-miR-127-3p,-0.3045056,1.964e-01,-1.1542970,0.5531117, TRUE,FALSE,white
MIMAT0000447,hsa-miR-134-5p, 0.1808883,1.964e-01, 1.3563647,0.4664042, TRUE,FALSE,white
MIMAT0003340,hsa-miR-542-5p,-0.2448436,1.964e-01,-1.0827506,0.5774497, TRUE,FALSE,white
MIMAT0004493,hsa-miR-20a-3p, 0.2141522,1.992e-01, 1.2120041,0.5196554, TRUE,FALSE,white
MIMAT0006764,hsa-miR-320d, 0.2570909,2.285e-01, 0.7722426,0.7379256, TRUE,FALSE,rejected
MIMAT0000222,hsa-miR-192-5p,-0.3341248,2.307e-01,-1.1262120,0.5649187, TRUE,FALSE,white
MIMAT0002890,hsa-miR-299-5p,-0.1933532,2.307e-01,-0.9142127,0.6742680, TRUE,FALSE,white
MIMAT0000460,hsa-miR-194-5p,-0.1817765,2.326e-01,-1.2521699,0.5071328, TRUE,FALSE,white
MIMAT0000097,hsa-miR-99a-5p,-0.4256553,2.352e-01,-1.3630045,0.4664042, TRUE,FALSE,white
MIMAT0000765,hsa-miR-335-5p,-0.2817123,2.359e-01,-1.0490324,0.5950630, TRUE,FALSE,white
MIMAT0004748,hsa-miR-423-5p,-0.1416957,2.363e-01,-1.6564230,0.3644168, TRUE,FALSE,white
MIMAT0003294,hsa-miR-625-5p,-0.2970324,2.471e-01,-1.0076770,0.6265618, TRUE,FALSE,white
MIMAT0000244,hsa-miR-30c-5p,-0.2659407,2.565e-01,-1.2746092,0.5039923, TRUE,FALSE,white
MIMAT0004780,hsa-miR-532-3p, 0.1206450,2.566e-01, 0.7520519,0.7486579, TRUE,FALSE,white
MIMAT0000693,hsa-miR-30e-3p,-0.2381660,2.595e-01,-1.0006743,0.6268719, TRUE,FALSE,white
MIMAT0002177,hsa-miR-486-5p,-0.2970718,2.649e-01,-1.8570597,0.3249684, TRUE,FALSE,white
MIMAT0000266,hsa-miR-205-5p,-0.6201940,2.685e-01,-0.8884834,0.6840303, TRUE,FALSE,white
MIMAT0004550,hsa-miR-30c-2-3p,-0.2108083,2.802e-01,-1.0059012,0.6265618, TRUE,FALSE,white
MIMAT0003389,hsa-miR-542-3p,-0.2076448,2.925e-01,-0.9111753,0.6742680, TRUE,FALSE,white
MIMAT0004795,hsa-miR-574-5p,-0.2877366,2.937e-01,-0.1768185,0.9687146, TRUE,FALSE,white
MIMAT0000064,hsa-let-7c-5p,-0.2283798,2.954e-01,-2.1185033,0.2717631, TRUE,FALSE,white
MIMAT0004552,hsa-miR-139-3p,-0.0862328,2.998e-01,-0.7723575,0.7379256, TRUE,FALSE,white
MIMAT0000078,hsa-miR-23a-3p, 0.2335949,3.016e-01, 0.2228190,0.9645297, TRUE,FALSE,white
MIMAT0000253,hsa-miR-10a-5p,-0.4709503,3.056e-01,-1.2559867,0.5071328, TRUE,FALSE,white
MIMAT0004571,hsa-miR-200b-5p,-0.2062013,3.260e-01,-0.9080529,0.6742680, TRUE,FALSE,white
MIMAT0000088,hsa-miR-30a-3p,-0.3390580,3.478e-01,-0.8887407,0.6840303, TRUE,FALSE,white
MIMAT0000416,hsa-miR-1-3p,-0.1793565,3.489e-01,-0.8257087,0.7083456, TRUE,FALSE,white
MIMAT0004674,hsa-miR-30c-1-3p,-0.0602155,3.489e-01,-1.3702787,0.4664042, TRUE,FALSE,white
MIMAT0005927,hsa-miR-1274a,-0.2000417,3.674e-01, 0.4440061,0.8799310,FALSE,FALSE,NA
MIMAT0000098,hsa-miR-100-5p,-0.2698412,4.027e-01,-1.2210592,0.5175985, TRUE,FALSE,white
MIMAT0000258,hsa-miR-181c-5p,-0.1977122,4.027e-01,-0.7809983,0.7379256, TRUE,FALSE,white
MIMAT0000732,hsa-miR-378a-3p, 0.1080462,4.027e-01, 0.3288057,0.9618680, TRUE,FALSE,white
MIMAT0003330,hsa-miR-654-5p,-0.0346767,4.027e-01,-0.2315046,0.9645297, TRUE,FALSE,white
MIMAT0005792,hsa-miR-320b, 0.2122261,4.027e-01, 0.2396257,0.9645297, TRUE,FALSE,rejected
MIMAT0000770,hsa-miR-133b,-0.1207439,4.042e-01,-1.7202463,0.3644168, TRUE,FALSE,white
MIMAT0004589,hsa-miR-30b-3p,-0.0935358,4.042e-01,-0.8601863,0.6977492, TRUE,FALSE,white
MIMAT0005793,hsa-miR-320c, 0.1758012,4.042e-01, 0.6183295,0.8168673, TRUE,FALSE,rejected
MIMAT0004605,hsa-miR-129-3p,-0.0669503,4.131e-01,-1.5311808,0.4097757, TRUE,FALSE,white
MIMAT0000269,hsa-miR-212-3p, 0.0638971,4.177e-01, 1.3619339,0.4664042, TRUE,FALSE,white
MIMAT0002176,hsa-miR-485-3p,-0.0369718,4.502e-01,-0.6274535,0.8124043, TRUE,FALSE,white
MIMAT0002805,hsa-miR-489-3p,-0.1452743,4.569e-01,-0.6973802,0.7811405, TRUE,FALSE,white
MIMAT0002173,hsa-miR-483-3p,-0.0751263,4.593e-01,-0.7102712,0.7763621, TRUE,FALSE,white
MIMAT0000252,hsa-miR-7-5p, 0.3024724,4.875e-01, 1.1316666,0.5645477, TRUE,FALSE,white
MIMAT0000085,hsa-miR-28-5p, 0.1719654,4.943e-01, 0.4642593,0.8771432, TRUE,FALSE,white
MIMAT0005865,hsa-miR-1202, 0.3388156,5.013e-01, 0.2967474,0.9645297, TRUE,FALSE,rejected
MIMAT0000617,hsa-miR-200c-3p, 0.2280688,5.042e-01, 0.8286581,0.7083456, TRUE,FALSE,white
MIMAT0002816,hsa-miR-494-3p,-0.3649272,5.042e-01, 0.6511817,0.7979897,FALSE,FALSE,white
MIMAT0000433,hsa-miR-142-5p, 0.2410556,5.127e-01, 0.0069175,0.9993680, TRUE,FALSE,white
MIMAT0000443,hsa-miR-125a-5p,-0.1778086,5.155e-01,-0.3863173,0.9173483, TRUE,FALSE,white
MIMAT0000227,hsa-miR-197-3p, 0.1542939,5.236e-01, 0.4839327,0.8673693, TRUE,FALSE,white
MIMAT0003885,hsa-miR-454-3p,-0.1871651,5.274e-01,-0.5617789,0.8467679, TRUE,FALSE,white
MIMAT0005796,hsa-miR-1271-5p,-0.0674369,5.397e-01,-0.9267602,0.6701680, TRUE,FALSE,white
MIMAT0000255,hsa-miR-34a-5p,-0.1333282,5.478e-01,-2.9133682,0.0784028, TRUE,FALSE,white
MIMAT0003888,hsa-miR-766-3p, 0.0511294,5.524e-01, 0.7542281,0.7486579, TRUE,FALSE,purple
MIMAT0000279,hsa-miR-222-3p, 0.2168829,5.567e-01, 0.0633383,0.9864472, TRUE,FALSE,white
MIMAT0000707,hsa-miR-363-3p,-0.2499111,5.567e-01,-0.5085698,0.8613259, TRUE,FALSE,white
MIMAT0000727,hsa-miR-374a-5p,-0.1990199,5.567e-01,-0.7157663,0.7755923, TRUE,FALSE,white
MIMAT0003221,hsa-miR-557, 0.0615451,5.885e-01, 0.6820401,0.7811405, TRUE,FALSE,purple
MIMAT0002817,hsa-miR-495-3p,-0.0588723,5.886e-01,-0.2284337,0.9645297, TRUE,FALSE,white
MIMAT0000101,hsa-miR-103a-3p, 0.1108252,5.896e-01,-0.6373887,0.8071279,FALSE,FALSE,white
MIMAT0002874,hsa-miR-503-5p, 0.1112472,6.020e-01, 0.6820855,0.7811405, TRUE,FALSE,white
MIMAT0005593,hsa-miR-1238-3p, 0.0351619,6.133e-01,-0.6897054,0.7811405,FALSE,FALSE,rejected
MIMAT0002813,hsa-miR-493-5p,-0.0706562,6.164e-01,-0.1636339,0.9721014, TRUE,FALSE,white
MIMAT0000752,hsa-miR-328-3p,-0.0267798,6.187e-01, 0.0055187,0.9993680,FALSE,FALSE,white
MIMAT0001536,hsa-miR-429,-0.1986821,6.317e-01,-0.5551276,0.8467679, TRUE,FALSE,white
MIMAT0000425,hsa-miR-130a-3p, 0.1406772,6.539e-01,-0.3240545,0.9618680,FALSE,FALSE,white
MIMAT0002174,hsa-miR-484,-0.0495494,6.539e-01,-0.5557379,0.8467679, TRUE,FALSE,rejected
MIMAT0003329,hsa-miR-411-5p,-0.0375019,6.539e-01,-0.1272731,0.9800902, TRUE,FALSE,white
MIMAT0000756,hsa-miR-326,-0.0552063,6.539e-01,-0.1454822,0.9743191, TRUE,FALSE,white
MIMAT0004762,hsa-miR-486-3p,-0.0404992,6.719e-01,-0.9640611,0.6516858, TRUE,FALSE,white
MIMAT0005898,hsa-miR-1246, 0.2218364,6.838e-01, 0.2055079,0.9645716, TRUE,FALSE,rejected
MIMAT0004761,hsa-miR-483-5p, 0.1276513,6.861e-01, 0.8764772,0.6903234, TRUE,FALSE,white
MIMAT0000271,hsa-miR-214-3p,-0.1461952,7.058e-01,-1.1196425,0.5663376, TRUE,FALSE,white
MIMAT0004587,hsa-miR-23b-5p,-0.0391742,7.058e-01,-0.3658856,0.9326569, TRUE,FALSE,white
MIMAT0000456,hsa-miR-186-5p, 0.0735545,7.100e-01, 0.2465951,0.9645297, TRUE,FALSE,white
MIMAT0000457,hsa-miR-188-5p, 0.0730840,7.100e-01, 1.1718400,0.5464466, TRUE,FALSE,white
MIMAT0004982,hsa-miR-939-5p,-0.0950944,7.100e-01, 1.0750336,0.5800412,FALSE,FALSE,rejected
MIMAT0000434,hsa-miR-142-3p, 0.2030274,7.126e-01, 0.1339546,0.9783521, TRUE,FALSE,white
MIMAT0000087,hsa-miR-30a-5p,-0.1819568,7.464e-01,-0.5099479,0.8613259, TRUE,FALSE,white
MIMAT0000431,hsa-miR-140-5p,-0.1009766,7.464e-01,-0.6857515,0.7811405, TRUE,FALSE,white
MIMAT0002872,hsa-miR-501-5p,-0.0273036,7.464e-01, 0.2102158,0.9645297,FALSE,FALSE,white
MIMAT0005929,hsa-miR-1275, 0.1180769,7.464e-01, 0.3216521,0.9618680, TRUE,FALSE,rejected
MIMAT0000095,hsa-miR-96-5p,-0.1749448,7.504e-01, 0.0182900,0.9966908,FALSE,FALSE,white
MIMAT0003258,hsa-miR-590-5p, 0.1302415,7.533e-01, 0.2627074,0.9645297, TRUE,FALSE,white
MIMAT0000232,hsa-miR-199a-3p,-0.1764758,7.583e-01,-0.6554634,0.7979897, TRUE,FALSE,white
MIMAT0004504,hsa-miR-31-3p,-0.0927842,7.583e-01,-0.5152004,0.8613259, TRUE,FALSE,white
MIMAT0000226,hsa-miR-196a-5p,-0.2456352,7.587e-01,-0.3924425,0.9159393, TRUE,FALSE,white
MIMAT0000261,hsa-miR-183-5p, 0.1403244,7.658e-01, 0.5987341,0.8271466, TRUE,FALSE,white
MIMAT0000418,hsa-miR-23b-3p, 0.0892390,7.658e-01,-0.0349986,0.9946001,FALSE,FALSE,white
MIMAT0000692,hsa-miR-30e-5p,-0.0758944,7.658e-01,-0.5789521,0.8376107, TRUE,FALSE,white
MIMAT0000068,hsa-miR-15a-5p, 0.1029908,7.673e-01,-0.1750682,0.9687146,FALSE,FALSE,white
MIMAT0003322,hsa-miR-652-3p,-0.0671645,7.778e-01,-0.2841961,0.9645297, TRUE,FALSE,white
MIMAT0004484,hsa-let-7d-3p, 0.0128650,7.778e-01, 1.0861161,0.5774497, TRUE,FALSE,white
MIMAT0001341,hsa-miR-424-5p,-0.1304352,7.912e-01,-0.2379463,0.9645297, TRUE,FALSE,white
MIMAT0000318,hsa-miR-200b-3p,-0.1367474,7.969e-01,-0.2346342,0.9645297, TRUE,FALSE,white
MIMAT0004602,hsa-miR-125a-3p,-0.0666758,8.006e-01, 0.4681254,0.8771432,FALSE,FALSE,white
MIMAT0000451,hsa-miR-150-5p,-0.1606704,8.019e-01,-0.2809130,0.9645297, TRUE,FALSE,white
MIMAT0002821,hsa-miR-181d-5p,-0.0582753,8.019e-01,-0.4434257,0.8799310, TRUE,FALSE,white
MIMAT0004494,hsa-miR-21-3p,-0.0957059,8.019e-01,-0.9348031,0.6670561, TRUE,FALSE,white
MIMAT0004697,hsa-miR-151-5p, 0.0800095,8.028e-01, 0.0590087,0.9864472, TRUE,FALSE,white
MIMAT0003338,hsa-miR-660-5p, 0.0775437,8.074e-01, 0.1990080,0.9662250, TRUE,FALSE,white
MIMAT0004568,hsa-miR-221-5p,-0.0482569,8.105e-01,-0.2656365,0.9645297, TRUE,FALSE,white
MIMAT0003240,hsa-miR-575, 0.0816226,8.313e-01, 1.5337060,0.4097757, TRUE,FALSE,rejected
MIMAT0000414,hsa-let-7g-5p,-0.0989772,8.394e-01,-0.1793539,0.9687146, TRUE,FALSE,white
MIMAT0000256,hsa-miR-181a-5p, 0.0716287,8.470e-01,-0.0937917,0.9864472,FALSE,FALSE,white
MIMAT0000076,hsa-miR-21-5p, 0.0717648,8.554e-01,-0.4931378,0.8663137,FALSE,FALSE,white
MIMAT0000280,hsa-miR-223-3p, 0.0933532,8.563e-01,-0.0980047,0.9864472,FALSE,FALSE,white
MIMAT0003886,hsa-miR-769-5p,-0.0360391,8.563e-01,-0.0817927,0.9864472, TRUE,FALSE,white
