MIMAT,name,logFC.merged,adj.P.Val.merged,TestStatistic.meta,adj.P.Val.meta,same_dir,consensus,curated
MIMAT0000680,hsa-miR-106b-5p, 0.204967,2.531e-01, 1.084183,5.585e-01, TRUE,FALSE,white
MIMAT0004557,hsa-miR-34a-3p,-0.102540,2.564e-01,-1.528392,3.716e-01, TRUE,FALSE,white
MIMAT0002175,hsa-miR-485-5p,-0.056408,2.574e-01,-1.889629,2.075e-01, TRUE,FALSE,white
MIMAT0005901,hsa-miR-1249-3p, 0.180767,2.607e-01,-0.389725,8.323e-01,FALSE,FALSE,white
MIMAT0000253,hsa-miR-10a-5p, 0.518743,2.611e-01, 1.432297,4.070e-01, TRUE,FALSE,white
MIMAT0000770,hsa-miR-133b,-0.155704,2.639e-01,-3.459837,1.102e-02, TRUE,FALSE,white
MIMAT0000226,hsa-miR-196a-5p, 0.688348,2.728e-01, 1.311082,4.615e-01, TRUE,FALSE,white
MIMAT0004552,hsa-miR-139-3p,-0.091883,2.728e-01,-1.237945,4.845e-01, TRUE,FALSE,white
MIMAT0000459,hsa-miR-193a-3p, 0.211960,2.739e-01, 0.771184,6.828e-01, TRUE,FALSE,white
MIMAT0000756,hsa-miR-326, 0.112632,2.739e-01, 1.219367,4.877e-01, TRUE,FALSE,white
MIMAT0000759,hsa-miR-148b-3p, 0.191264,2.743e-01, 1.015186,5.872e-01, TRUE,FALSE,white
MIMAT0003340,hsa-miR-542-5p,-0.213385,2.743e-01,-1.488554,3.811e-01, TRUE,FALSE,white
MIMAT0003294,hsa-miR-625-5p, 0.281673,2.777e-01, 1.536762,3.703e-01, TRUE,FALSE,white
MIMAT0000449,hsa-miR-146a-5p,-0.328186,2.890e-01,-1.421348,4.113e-01, TRUE,FALSE,white
MIMAT0000681,hsa-miR-29c-3p, 0.252535,2.913e-01, 2.374410,1.021e-01, TRUE,FALSE,white
MIMAT0003326,hsa-miR-663, 0.291060,2.957e-01, 1.248692,4.842e-01, TRUE,FALSE,rejected
MIMAT0000087,hsa-miR-30a-5p, 0.450383,3.024e-01, 0.954442,6.127e-01, TRUE,FALSE,white
MIMAT0003239,hsa-miR-574-3p,-0.203873,3.055e-01,-0.539731,7.882e-01, TRUE,FALSE,white
MIMAT0004599,hsa-miR-143-5p,-0.086724,3.055e-01,-1.375209,4.350e-01, TRUE,FALSE,white
MIMAT0004748,hsa-miR-423-5p, 0.124555,3.096e-01, 1.074913,5.585e-01, TRUE,FALSE,white
MIMAT0000088,hsa-miR-30a-3p, 0.354358,3.160e-01, 0.994930,5.968e-01, TRUE,FALSE,white
MIMAT0002817,hsa-miR-495-3p,-0.093946,3.241e-01,-1.138929,5.233e-01, TRUE,FALSE,white
MIMAT0000456,hsa-miR-186-5p,-0.156323,3.243e-01,-1.251489,4.842e-01, TRUE,FALSE,white
MIMAT0000318,hsa-miR-200b-3p, 0.398592,3.312e-01, 1.388248,4.288e-01, TRUE,FALSE,white
MIMAT0002173,hsa-miR-483-3p,-0.091765,3.358e-01,-1.586937,3.508e-01, TRUE,FALSE,white
MIMAT0003150,hsa-miR-455-5p,-0.150253,3.421e-01,-1.354437,4.432e-01, TRUE,FALSE,white
MIMAT0003180,hsa-miR-487b-3p,-0.125013,3.489e-01,-1.193099,4.976e-01, TRUE,FALSE,white
MIMAT0000084,hsa-miR-27a-3p, 0.202781,3.529e-01,-0.384375,8.327e-01,FALSE,FALSE,white
MIMAT0004610,hsa-miR-150-3p, 0.131912,3.542e-01, 1.079847,5.585e-01, TRUE,FALSE,white
MIMAT0000416,hsa-miR-1-3p,-0.175099,3.559e-01,-1.642671,3.207e-01, TRUE,FALSE,white
MIMAT0000438,hsa-miR-152-3p,-0.192173,3.632e-01,-0.999835,5.965e-01, TRUE,FALSE,white
MIMAT0000763,hsa-miR-338-3p, 0.360663,3.632e-01, 1.014722,5.872e-01, TRUE,FALSE,white
MIMAT0005792,hsa-miR-320b, 0.219775,3.632e-01,-0.007284,9.942e-01,FALSE,FALSE,rejected
MIMAT0000703,hsa-miR-361-5p, 0.142715,3.713e-01, 0.642577,7.541e-01, TRUE,FALSE,white
MIMAT0000096,hsa-miR-98-5p, 0.320777,3.720e-01, 1.494921,3.804e-01, TRUE,FALSE,white
MIMAT0000067,hsa-let-7f-5p, 0.416848,3.727e-01, 1.219704,4.877e-01, TRUE,FALSE,white
MIMAT0004955,hsa-miR-374b-5p,-0.163589,3.861e-01,-0.922008,6.341e-01, TRUE,FALSE,white
MIMAT0000263,hsa-miR-199b-5p,-0.314388,3.934e-01,-0.776438,6.820e-01, TRUE,FALSE,white
MIMAT0001536,hsa-miR-429, 0.301440,3.991e-01, 1.249917,4.842e-01, TRUE,FALSE,white
MIMAT0000424,hsa-miR-128-3p, 0.182589,4.033e-01, 1.023331,5.872e-01, TRUE,FALSE,white
MIMAT0006764,hsa-miR-320d, 0.183948,4.039e-01, 0.064110,9.816e-01, TRUE,FALSE,rejected
MIMAT0000418,hsa-miR-23b-3p, 0.197688,4.135e-01, 0.438770,8.277e-01, TRUE,FALSE,white
MIMAT0001341,hsa-miR-424-5p,-0.306997,4.312e-01,-0.858542,6.593e-01, TRUE,FALSE,white
MIMAT0003389,hsa-miR-542-3p,-0.159866,4.312e-01,-0.872847,6.593e-01, TRUE,FALSE,white
MIMAT0004568,hsa-miR-221-5p,-0.129712,4.312e-01,-1.151748,5.164e-01, TRUE,FALSE,white
MIMAT0004776,hsa-miR-505-5p,-0.090674,4.323e-01,-1.034849,5.817e-01, TRUE,FALSE,white
MIMAT0000682,hsa-miR-200a-3p, 0.306752,4.628e-01, 1.169013,5.098e-01, TRUE,FALSE,white
