miRNA	ID
aca-miR-2188-3p	MIMAT0021883
aca-miR-2188-5p	MIMAT0021882
aca-miR-219	MIMAT0021884
aca-mir-219-1	MI0018825
aca-miR-219-1*	MIMAT0021885
aca-miR-219-1-3p	MIMAT0021885
aca-mir-219-2	MI0018826
aca-miR-219-2*	MIMAT0021886
aca-miR-219-2-3p	MIMAT0021886
aca-miR-219-5p	MIMAT0021884
aca-mir-22	MI0018827
aca-miR-22	MIMAT0021888
aca-miR-22*	MIMAT0021887
aca-mir-221	MI0018828
aca-miR-221	MIMAT0021890
aca-miR-221*	MIMAT0021889
aca-miR-221-3p	MIMAT0021890
aca-miR-221-5p	MIMAT0021889
aca-mir-222	MI0018829
aca-miR-222	MIMAT0021892
aca-miR-222*	MIMAT0021891
aca-miR-222-3p	MIMAT0021892
aca-miR-222-5p	MIMAT0021891
aca-mir-223	MI0018830
aca-miR-223	MIMAT0021894
aca-miR-223*	MIMAT0021893
aca-miR-223-3p	MIMAT0021894
aca-miR-223-5p	MIMAT0021893
aca-miR-22-3p	MIMAT0021888
aca-miR-22-5p	MIMAT0021887
aca-mir-23a	MI0018831
aca-miR-23a	MIMAT0021896
aca-miR-23a*	MIMAT0021895
aca-miR-23a-3p	MIMAT0021896
aca-miR-23a-5p	MIMAT0021895
aca-mir-23b	MI0018832
aca-miR-23b	MIMAT0021898
aca-miR-23b*	MIMAT0021897
aca-miR-23b-3p	MIMAT0021898
aca-miR-23b-5p	MIMAT0021897
aca-miR-24	MIMAT0021900
aca-mir-24-1	MI0018833
aca-miR-24-1*	MIMAT0021899
aca-miR-24-1-5p	MIMAT0021899
aca-mir-24-2	MI0018834
aca-miR-24-2*	MIMAT0021901
aca-miR-24-2-5p	MIMAT0021901
aca-miR-24-3p	MIMAT0021900
aca-miR-26	MIMAT0021902
aca-mir-26-1	MI0018835
aca-miR-26-1*	MIMAT0021903
aca-miR-26-1-3p	MIMAT0021903
aca-mir-26-2	MI0018836
aca-miR-26-2*	MIMAT0021904
aca-miR-26-2-3p	MIMAT0021904
aca-miR-26-5p	MIMAT0021902
aca-mir-27a	MI0018837
aca-miR-27a	MIMAT0021906
aca-miR-27a*	MIMAT0021905
aca-miR-27a-3p	MIMAT0021906
aca-miR-27a-5p	MIMAT0021905
aca-mir-27b	MI0018838
aca-miR-27b	MIMAT0021908
aca-miR-27b*	MIMAT0021907
aca-miR-27b-3p	MIMAT0021908
aca-miR-27b-5p	MIMAT0021907
aca-mir-2970	MI0018839
aca-miR-2970	MIMAT0021909
aca-miR-2970*	MIMAT0021910
aca-miR-2970-3p	MIMAT0021910
aca-miR-2970-5p	MIMAT0021909
aca-miR-29a	MIMAT0021912
aca-mir-29a-1	MI0018840
aca-miR-29a-1*	MIMAT0021911
aca-miR-29a-1-5p	MIMAT0021911
aca-mir-29a-2	MI0018841
aca-miR-29a-2*	MIMAT0021913
aca-miR-29a-2-5p	MIMAT0021913
aca-miR-29a-3p	MIMAT0021912
aca-miR-29b	MIMAT0021914
aca-mir-29b-1	MI0018842
aca-mir-29b-2	MI0018843
aca-mir-301a	MI0018844
aca-miR-301a	MIMAT0021916
aca-miR-301a*	MIMAT0021915
aca-miR-301a-3p	MIMAT0021916
aca-miR-301a-5p	MIMAT0021915
aca-mir-301b	MI0018845
aca-miR-301b	MIMAT0021918
aca-miR-301b*	MIMAT0021917
aca-miR-301b-3p	MIMAT0021918
aca-miR-301b-5p	MIMAT0021917
aca-mir-302	MI0018846
aca-miR-302	MIMAT0021919
aca-mir-30a	MI0018847
aca-miR-30a	MIMAT0021920
aca-miR-30a*	MIMAT0021921
aca-miR-30a-3p	MIMAT0021921
aca-miR-30a-5p	MIMAT0021920
aca-mir-30b	MI0018848
aca-miR-30b	MIMAT0021922
aca-miR-30b*	MIMAT0021923
aca-miR-30b-3p	MIMAT0021923
aca-miR-30b-5p	MIMAT0021922
aca-mir-30c	MI0018849
aca-miR-30c	MIMAT0021924
aca-miR-30c*	MIMAT0021925
aca-miR-30c-3p	MIMAT0021925
aca-miR-30c-5p	MIMAT0021924
aca-mir-30d	MI0018850
aca-miR-30d	MIMAT0021926
aca-miR-30d*	MIMAT0021927
aca-miR-30d-3p	MIMAT0021927
aca-miR-30d-5p	MIMAT0021926
aca-mir-30e	MI0018851
aca-miR-30e	MIMAT0021928
aca-miR-30e*	MIMAT0021929
aca-miR-30e-3p	MIMAT0021929
aca-miR-30e-5p	MIMAT0021928
aca-mir-31	MI0018852
aca-miR-31	MIMAT0021930
aca-miR-31*	MIMAT0021931
aca-miR-31-3p	MIMAT0021931
aca-miR-31-5p	MIMAT0021930
aca-mir-32	MI0018853
aca-miR-32	MIMAT0021932
aca-miR-32*	MIMAT0021933
aca-miR-32-3p	MIMAT0021933
aca-miR-32-5p	MIMAT0021932
aca-miR-33	MIMAT0021934
aca-mir-33-1	MI0018854
aca-miR-33-1*	MIMAT0021935
aca-miR-33-1-3p	MIMAT0021935
aca-mir-33-2	MI0018855
aca-miR-33-2*	MIMAT0021936
aca-miR-33-2-3p	MIMAT0021936
aca-miR-33-5p	MIMAT0021934
aca-mir-338	MI0018856
aca-miR-338-3p	MIMAT0021938
aca-miR-338-5p	MIMAT0021937
aca-mir-34a	MI0018857
aca-miR-34a	MIMAT0021939
aca-miR-34a*	MIMAT0021940
aca-miR-34a-3p	MIMAT0021940
aca-miR-34a-5p	MIMAT0021939
aca-mir-34b	MI0018858
aca-miR-34b	MIMAT0021941
aca-miR-34b*	MIMAT0021942
aca-miR-34b-3p	MIMAT0021942
aca-miR-34b-5p	MIMAT0021941
aca-mir-34c	MI0018859
aca-miR-34c	MIMAT0021943
aca-miR-34c*	MIMAT0021944
aca-miR-34c-3p	MIMAT0021944
aca-miR-34c-5p	MIMAT0021943
aca-mir-363	MI0018860
aca-miR-363	MIMAT0021946
aca-miR-363*	MIMAT0021945
aca-miR-363-3p	MIMAT0021946
aca-miR-363-5p	MIMAT0021945
aca-mir-365	MI0018861
aca-miR-365	MIMAT0021948
aca-miR-365*	MIMAT0021947
aca-miR-365-3p	MIMAT0021948
aca-miR-365-5p	MIMAT0021947
aca-mir-367	MI0018862
aca-miR-367	MIMAT0021949
aca-mir-375	MI0018863
aca-miR-375	MIMAT0021951
aca-miR-375*	MIMAT0021950
aca-miR-375-3p	MIMAT0021951
aca-miR-375-5p	MIMAT0021950
aca-mir-383	MI0018864
aca-miR-383	MIMAT0021952
aca-miR-383*	MIMAT0021953
aca-miR-383-3p	MIMAT0021953
aca-miR-383-5p	MIMAT0021952
aca-mir-425	MI0018865
aca-miR-425	MIMAT0021954
aca-miR-425*	MIMAT0021955
aca-miR-425-3p	MIMAT0021955
aca-miR-425-5p	MIMAT0021954
aca-mir-429	MI0018866
aca-miR-429	MIMAT0021957
aca-miR-429*	MIMAT0021956
aca-miR-429-3p	MIMAT0021957
aca-miR-429-5p	MIMAT0021956
aca-mir-449a	MI0018867
aca-miR-449a	MIMAT0021958
aca-mir-449b	MI0018868
aca-miR-449b	MIMAT0021959
aca-mir-449c	MI0018905
aca-miR-449c	MIMAT0022014
aca-miR-449c*	MIMAT0022015
aca-miR-449c-3p	MIMAT0022015
aca-miR-449c-5p	MIMAT0022014
aca-mir-451	MI0018869
aca-miR-451	MIMAT0021960
aca-miR-451*	MIMAT0021961
aca-miR-451-3p	MIMAT0021961
aca-miR-451-5p	MIMAT0021960
aca-mir-454	MI0018870
aca-miR-454	MIMAT0021963
aca-miR-454*	MIMAT0021962
aca-miR-454-3p	MIMAT0021963
aca-miR-454-5p	MIMAT0021962
aca-mir-455	MI0018871
aca-miR-455-3p	MIMAT0021965
aca-miR-455-5p	MIMAT0021964
aca-mir-456	MI0018872
aca-miR-456	MIMAT0021966
aca-mir-457	MI0018873
aca-miR-457	MIMAT0021967
aca-miR-457*	MIMAT0021968
aca-miR-457-3p	MIMAT0021968
aca-miR-457-5p	MIMAT0021967
aca-mir-458	MI0018874
aca-miR-458	MIMAT0021969
aca-mir-460a	MI0018875
aca-miR-460a-3p	MIMAT0021971
aca-miR-460a-5p	MIMAT0021970
aca-mir-460b	MI0018876
aca-miR-460b-3p	MIMAT0021973
aca-miR-460b-5p	MIMAT0021972
aca-mir-489	MI0018877
aca-miR-489-3p	MIMAT0021975
aca-miR-489-5p	MIMAT0021974
aca-mir-490	MI0018878
aca-miR-490-3p	MIMAT0021977
aca-miR-490-5p	MIMAT0021976
aca-mir-497	MI0018879
aca-miR-497	MIMAT0021978
aca-miR-497*	MIMAT0021979
aca-miR-497-3p	MIMAT0021979
aca-miR-497-5p	MIMAT0021978
aca-mir-499	MI0018880
aca-miR-499-3p	MIMAT0021981
aca-miR-499-5p	MIMAT0021980
aca-mir-5390	MI0018697
aca-miR-5390	MIMAT0021688
aca-mir-5391	MI0018698
aca-miR-5391	MIMAT0021689
aca-mir-5392	MI0018699
aca-miR-5392	MIMAT0021690
aca-mir-5393	MI0018700
aca-miR-5393	MIMAT0021691
aca-mir-5394	MI0018896
aca-miR-5394-3p	MIMAT0022001
aca-miR-5394-5p	MIMAT0022000
aca-mir-5395	MI0018897
aca-miR-5395	MIMAT0022002
aca-mir-5396	MI0018898
aca-miR-5396	MIMAT0022003
aca-mir-5397	MI0018899
aca-miR-5397	MIMAT0022004
aca-miR-5397*	MIMAT0022005
aca-miR-5397-3p	MIMAT0022005
aca-miR-5397-5p	MIMAT0022004
aca-mir-5398	MI0018900
aca-miR-5398-3p	MIMAT0022007
aca-miR-5398-5p	MIMAT0022006
aca-mir-5399	MI0018901
aca-miR-5399	MIMAT0022009
aca-miR-5399*	MIMAT0022008
aca-miR-5399-3p	MIMAT0022009
aca-miR-5399-5p	MIMAT0022008
aca-mir-5400	MI0018902
aca-miR-5400	MIMAT0022010
aca-mir-5401	MI0018903
aca-miR-5401	MIMAT0022011
aca-mir-5402	MI0018904
aca-miR-5402	MIMAT0022012
aca-miR-5402*	MIMAT0022013
aca-miR-5402-3p	MIMAT0022013
aca-miR-5402-5p	MIMAT0022012
aca-mir-5403	MI0018906
aca-miR-5403	MIMAT0022016
aca-mir-5404	MI0018907
aca-miR-5404	MIMAT0022017
aca-mir-5405	MI0018908
aca-miR-5405	MIMAT0022018
aca-miR-5405*	MIMAT0022019
aca-miR-5405-3p	MIMAT0022019
aca-miR-5405-5p	MIMAT0022018
aca-mir-5406	MI0018909
aca-miR-5406-3p	MIMAT0022021
aca-miR-5406-5p	MIMAT0022020
aca-mir-5407	MI0018910
aca-miR-5407	MIMAT0022022
aca-miR-5407*	MIMAT0022023
aca-miR-5407-3p	MIMAT0022023
aca-miR-5407-5p	MIMAT0022022
aca-mir-5408a	MI0018911
aca-miR-5408a	MIMAT0022024
aca-miR-5408a*	MIMAT0022025
aca-miR-5408a-3p	MIMAT0022025
aca-miR-5408a-5p	MIMAT0022024
aca-mir-5408b	MI0018954
aca-miR-5408b	MIMAT0022073
aca-mir-5408c	MI0018957
aca-miR-5408c-3p	MIMAT0022078
aca-miR-5408c-5p	MIMAT0022077
aca-mir-5409	MI0018912
aca-miR-5409	MIMAT0022026
aca-mir-5410	MI0018913
aca-miR-5410	MIMAT0022028
aca-miR-5410*	MIMAT0022027
aca-miR-5410-3p	MIMAT0022028
aca-miR-5410-5p	MIMAT0022027
aca-mir-5411	MI0018914
aca-miR-5411	MIMAT0022029
aca-mir-5412	MI0018915
aca-miR-5412-3p	MIMAT0022031
aca-miR-5412-5p	MIMAT0022030
aca-mir-5413	MI0018916
aca-miR-5413	MIMAT0022033
aca-miR-5413*	MIMAT0022032
aca-miR-5413-3p	MIMAT0022033
aca-miR-5413-5p	MIMAT0022032
aca-mir-5414	MI0018917
aca-miR-5414	MIMAT0022034
aca-mir-5415	MI0018918
aca-miR-5415	MIMAT0022035
aca-mir-5416	MI0018919
aca-miR-5416	MIMAT0022036
aca-mir-5417	MI0018920
aca-miR-5417	MIMAT0022037
aca-mir-5418	MI0018921
aca-miR-5418	MIMAT0022038
aca-mir-5419	MI0018922
aca-miR-5419	MIMAT0022039
aca-mir-5420	MI0018923
aca-miR-5420	MIMAT0022040
aca-mir-5421	MI0018924
aca-miR-5421	MIMAT0022041
aca-mir-5422	MI0018925
aca-miR-5422	MIMAT0022042
aca-mir-5423	MI0018926
aca-miR-5423	MIMAT0022043
aca-mir-5424	MI0018927
aca-miR-5424	MIMAT0022044
aca-mir-5425	MI0018928
aca-miR-5425	MIMAT0022045
aca-mir-5426	MI0018929
aca-miR-5426-3p	MIMAT0022047
aca-miR-5426-5p	MIMAT0022046
aca-mir-5427	MI0018930
aca-miR-5427	MIMAT0022048
aca-mir-5428	MI0018931
aca-miR-5428	MIMAT0022049
aca-mir-5429	MI0018932
aca-miR-5429	MIMAT0022050
aca-mir-5430	MI0018933
aca-miR-5430	MIMAT0022051
aca-mir-5431	MI0018934
aca-miR-5431	MIMAT0022052
aca-mir-5432	MI0018935
aca-miR-5432	MIMAT0022053
aca-mir-5433	MI0018936
aca-miR-5433	MIMAT0022054
aca-mir-5434	MI0018937
aca-miR-5434	MIMAT0022055
aca-mir-5435a	MI0018938
aca-miR-5435a	MIMAT0022056
aca-mir-5435b	MI0018968
aca-miR-5435b-3p	MIMAT0022090
aca-miR-5435b-5p	MIMAT0022091
aca-mir-5435c	MI0018969
aca-miR-5435c-3p	MIMAT0022092
aca-miR-5435c-5p	MIMAT0022093
aca-mir-5436	MI0018939
aca-miR-5436-3p	MIMAT0022058
aca-miR-5436-5p	MIMAT0022057
aca-mir-5437	MI0018940
aca-miR-5437	MIMAT0022059
aca-mir-5438	MI0018941
aca-miR-5438	MIMAT0022060
aca-mir-5439	MI0018942
aca-miR-5439	MIMAT0022061
aca-mir-5440	MI0018943
aca-miR-5440	MIMAT0022062
aca-mir-5441	MI0018944
aca-miR-5441	MIMAT0022063
aca-mir-5442	MI0018945
aca-miR-5442	MIMAT0022064
aca-mir-5443	MI0018946
aca-miR-5443	MIMAT0022065
aca-mir-5444a	MI0018947
aca-miR-5444a	MIMAT0022066
aca-mir-5444b	MI0018965
aca-miR-5444b	MIMAT0022087
aca-mir-5445	MI0018948
aca-miR-5445	MIMAT0022067
aca-mir-5446	MI0018949
aca-miR-5446	MIMAT0022068
aca-mir-5447	MI0018950
aca-miR-5447	MIMAT0022069
aca-mir-5448	MI0018951
aca-miR-5448	MIMAT0022070
aca-mir-5449	MI0018952
aca-miR-5449	MIMAT0022071
aca-mir-5450	MI0018953
aca-miR-5450	MIMAT0022072
aca-mir-5451	MI0018955
aca-miR-5451	MIMAT0022074
aca-mir-5452	MI0018956
aca-miR-5452	MIMAT0022075
aca-miR-5452*	MIMAT0022076
aca-miR-5452-3p	MIMAT0022076
aca-miR-5452-5p	MIMAT0022075
aca-mir-5453	MI0018958
aca-miR-5453	MIMAT0022079
aca-mir-5454	MI0018959
aca-miR-5454	MIMAT0022080
aca-mir-5455	MI0018960
aca-miR-5455-3p	MIMAT0022082
aca-miR-5455-5p	MIMAT0022081
aca-mir-5456	MI0018961
aca-miR-5456	MIMAT0022083
aca-mir-5457	MI0018962
aca-miR-5457	MIMAT0022084
aca-mir-5458	MI0018963
aca-miR-5458	MIMAT0022085
aca-mir-5459	MI0018964
aca-miR-5459	MIMAT0022086
aca-mir-5460	MI0018966
aca-miR-5460	MIMAT0022088
aca-mir-5461	MI0018967
aca-miR-5461	MIMAT0022089
aca-mir-5462	MI0018970
aca-miR-5462	MIMAT0022094
aca-mir-5463	MI0018971
aca-miR-5463	MIMAT0022095
aca-mir-5464	MI0018972
aca-miR-5464-3p	MIMAT0022097
aca-miR-5464-5p	MIMAT0022096
aca-mir-5465	MI0018973
aca-miR-5465	MIMAT0022098
aca-mir-5466	MI0018974
aca-miR-5466	MIMAT0022099
aca-mir-5467	MI0018975
aca-miR-5467	MIMAT0022100
aca-mir-5468	MI0018976
aca-miR-5468	MIMAT0022101
aca-mir-5469	MI0018977
aca-miR-5469	MIMAT0022102
aca-mir-5470	MI0018978
aca-miR-5470	MIMAT0022103
aca-mir-551	MI0018881
aca-miR-551	MIMAT0021982
aca-miR-7	MIMAT0021983
aca-mir-7-1	MI0018882
aca-miR-7-1*	MIMAT0021984
aca-miR-7-1-3p	MIMAT0021984
aca-mir-7-2	MI0018883
aca-miR-7-2*	MIMAT0021985
aca-miR-7-2-3p	MIMAT0021985
aca-mir-726	MI0018885
aca-miR-726	MIMAT0021986
aca-mir-727	MI0018886
aca-miR-727	MIMAT0021988
aca-miR-727*	MIMAT0021987
aca-miR-727-3p	MIMAT0021988
aca-miR-727-5p	MIMAT0021987
aca-mir-7-3	MI0018884
aca-miR-7-5p	MIMAT0021983
aca-mir-875	MI0018887
aca-miR-875	MIMAT0021989
aca-miR-9	MIMAT0021990
aca-mir-9-1	MI0018888
aca-miR-9-1*	MIMAT0021991
aca-miR-9-1-3p	MIMAT0021991
aca-mir-9-2	MI0018889
aca-miR-92a	MIMAT0021993
aca-mir-92a-1	MI0018891
aca-mir-92a-2	MI0018892
aca-mir-9-3	MI0018890
aca-miR-9-3*	MIMAT0021992
aca-miR-9-3-3p	MIMAT0021992
aca-miR-9-5p	MIMAT0021990
aca-mir-98	MI0018893
aca-miR-98	MIMAT0021994
aca-miR-98*	MIMAT0021995
aca-miR-98-3p	MIMAT0021995
aca-miR-98-5p	MIMAT0021994
aca-mir-99a	MI0018894
aca-miR-99a	MIMAT0021996
aca-miR-99a*	MIMAT0021997
aca-miR-99a-3p	MIMAT0021997
aca-miR-99a-5p	MIMAT0021996
aca-mir-99b	MI0018895
aca-miR-99b	MIMAT0021998
aca-miR-99b*	MIMAT0021999
aca-miR-99b-3p	MIMAT0021999
aca-miR-99b-5p	MIMAT0021998
aga-bantam	MI0001599_MIMAT0001494
aga-let-7	MI0001600_MIMAT0001495
aga-mir-1	MI0001601
aga-miR-1	MIMAT0001496
aga-mir-10	MI0001602
aga-miR-10	MIMAT0001497
aga-mir-100	MI0001603
aga-miR-100	MIMAT0001498
aga-mir-1000	MI0010604
aga-miR-1000	MIMAT0010109
aga-mir-11	MI0008306
aga-miR-11	MIMAT0007856
aga-mir-1174	MI0006237
aga-miR-1174	MIMAT0005524
aga-mir-1175	MI0006238
aga-miR-1175	MIMAT0005525
aga-mir-12	MI0006240
aga-miR-12	MIMAT0005527
aga-mir-124	MI0001604
aga-miR-124	MIMAT0001499
aga-mir-125	MI0001605
aga-miR-125	MIMAT0001500
aga-mir-133	MI0001606
aga-miR-133	MIMAT0001501
aga-mir-137	MI0010601
aga-miR-137	MIMAT0010107
aga-mir-13b	MI0001607
aga-miR-13b	MIMAT0001502
aga-mir-14	MI0001608
aga-miR-14	MIMAT0001503
aga-mir-184	MI0001609
aga-miR-184	MIMAT0001504
aga-mir-1889	MI0008309
aga-miR-1889	MIMAT0007859
aga-mir-1890	MI0008311
aga-miR-1890	MIMAT0007861
aga-mir-1891	MI0008312
aga-miR-1891	MIMAT0007862
aga-mir-190	MI0010594
aga-miR-190	MIMAT0010100
aga-miR-2	MIMAT0001516_MIMAT0009202
aga-mir-2-1	MI0001621
aga-mir-210	MI0001610
aga-miR-210	MIMAT0001505
aga-mir-219	MI0001611
aga-miR-219	MIMAT0001506
aga-mir-2-2	MI0001622
aga-mir-263	MI0001612
aga-miR-263	MIMAT0001507
aga-mir-263a	MI0001612
aga-miR-263a	MIMAT0001507
aga-mir-263b	MI0010606
aga-miR-263b	MIMAT0010111
aga-mir-275	MI0001613
aga-miR-275	MIMAT0001508
aga-mir-276	MI0001614
aga-miR-276	MIMAT0001509
aga-miR-276-3p	MIMAT0006782
aga-miR-276-5p	MIMAT0001509
aga-mir-277	MI0001615
aga-miR-277	MIMAT0001510
aga-mir-278	MI0001616
aga-miR-278	MIMAT0001511
aga-mir-279	MI0001617
aga-miR-279	MIMAT0001512
aga-mir-281	MI0001618
aga-miR-281	MIMAT0001513
aga-mir-282	MI0001619
aga-miR-282	MIMAT0001514
aga-mir-283	MI0001620
aga-miR-283	MIMAT0001515
aga-mir-286	MI0010605
aga-miR-286	MIMAT0010110
aga-mir-2b	MI0001621
aga-miR-2b	MIMAT0001516
aga-mir-2c	MI0001622
aga-miR-2c	MIMAT0001517
aga-mir-305	MI0001623
aga-miR-305	MIMAT0001518
aga-mir-306	MI0006243
aga-miR-306	MIMAT0005530
aga-mir-307	MI0001624
aga-miR-307	MIMAT0001519
aga-mir-308	MI0001625
aga-miR-308	MIMAT0001520
aga-mir-309	MI0010607
aga-miR-309	MIMAT0010112
aga-mir-315	MI0001626
aga-miR-315	MIMAT0001521
aga-mir-317	MI0001627
aga-miR-317	MIMAT0001522
aga-mir-34	MI0006239
aga-miR-34	MIMAT0005526
aga-mir-375	MI0008310
aga-miR-375	MIMAT0007860
aga-mir-375-1	MI0008310
aga-mir-375-2	MI0015953
aga-mir-7	MI0001628
aga-miR-7	MIMAT0001523
aga-mir-79	MI0001629
aga-miR-79	MIMAT0001524
aga-mir-8	MI0001630
aga-miR-8	MIMAT0001525
aga-mir-87	MI0008308
aga-miR-87	MIMAT0007858
aga-mir-927	MI0010596
aga-miR-927	MIMAT0010102
aga-mir-929	MI0010595
aga-miR-929	MIMAT0010101
aga-mir-92a	MI0001632
aga-miR-92a	MIMAT0001527
aga-mir-92b	MI0001633
aga-miR-92b	MIMAT0001528
aga-mir-957	MI0010600
aga-miR-957	MIMAT0010106
aga-miR-965	MIMAT0010108
aga-mir-965-1	MI0010602
aga-mir-965-2	MI0010603
aga-mir-970	MI0010599
aga-miR-970	MIMAT0010105
aga-mir-981	MI0008307
aga-miR-981	MIMAT0007857
aga-mir-988	MI0010598
aga-miR-988	MIMAT0010104
aga-mir-989	MI0006242
aga-miR-989	MIMAT0005529
aga-mir-993	MI0010597
aga-miR-993	MIMAT0010103
aga-mir-996	MI0006241
aga-miR-996	MIMAT0005528
aga-mir-9a	MI0001631
aga-miR-9a	MIMAT0001526
aga-mir-9b	MI0001634
aga-miR-9b	MIMAT0001529
aga-mir-9c	MI0001635
aga-miR-9c	MIMAT0001530
aga-mir-iab-4	MI0001636
aga-miR-iab-4	MIMAT0001531
age-mir-100	MI0002710
age-miR-100	MIMAT0002418
age-mir-101	MI0002719
age-miR-101	MIMAT0002427
age-mir-103	MI0002738
age-miR-103	MIMAT0002442
age-mir-106a	MI0003099
age-miR-106a	MIMAT0002796
age-mir-106b	MI0003062
age-miR-106b	MIMAT0002761
age-mir-10a	MI0002791
age-miR-10a	MIMAT0002489
age-mir-124a	MI0002762
age-miR-124a	MIMAT0002466
age-miR-125b	MIMAT0002221
age-mir-125b-1	MI0002510
age-mir-125b-2	MI0002575
age-mir-127	MI0002588
age-miR-127	MIMAT0002287
age-mir-128	MI0002522
age-miR-128	MIMAT0002233
age-mir-128a	MI0002522
age-miR-128a	MIMAT0002233
age-mir-133a	MI0002529
age-miR-133a	MIMAT0002240
age-miR-135	MIMAT0002249
age-mir-135-1	MI0002538
age-mir-135-2	MI0002545
age-mir-15a	MI0002945
age-miR-15a	MIMAT0002638
age-mir-15b	MI0002492
age-miR-15b	MIMAT0002203
age-mir-16	MI0002946
age-miR-16	MIMAT0002639
age-mir-17	MI0002977
age-miR-17-3p	MIMAT0002673
age-miR-17-5p	MIMAT0002672
age-mir-18	MI0002978
age-miR-18	MIMAT0002674
age-mir-194	MI0003034
age-miR-194	MIMAT0002737
age-mir-196	MI0002828
age-miR-196	MIMAT0002525
age-mir-197	MI0002912
age-miR-197	MIMAT0002603
age-mir-198	MI0002915
age-miR-198	MIMAT0002606
age-mir-19a	MI0002979
age-miR-19a	MIMAT0002675
age-miR-19b	MIMAT0002677
age-mir-19b-1	MI0002981
age-mir-19b-2	MI0003100
age-mir-20	MI0002980
age-miR-20	MIMAT0002676
age-mir-205	MI0002845
age-miR-205	MIMAT0002542
age-mir-21	MI0002626
age-miR-21	MIMAT0002325
age-mir-214	MI0002854
age-miR-214	MIMAT0002551
age-mir-218	MI0002869
age-miR-218	MIMAT0002566
age-mir-22	MI0002628
age-miR-22	MIMAT0002327
age-mir-222	MI0002896
age-miR-222	MIMAT0002587
age-mir-23a	MI0003038
age-miR-23a	MIMAT0002741
age-mir-27a	MI0003039
age-miR-27a	MIMAT0002742
age-mir-28	MI0002648
age-miR-28	MIMAT0002351
age-mir-29a	MI0002658
age-miR-29a	MIMAT0002361
age-mir-29b	MI0002730
age-miR-29b	MIMAT0002438
age-mir-30b	MI0002507
age-miR-30b	MIMAT0002218
age-mir-34a	MI0002797
age-miR-34a	MIMAT0002495
age-mir-506	MI0006585
age-miR-506	MIMAT0005740
age-mir-507	MI0006586
age-miR-507	MIMAT0005741
age-mir-508	MI0006587
age-miR-508	MIMAT0005742
age-mir-509a	MI0006588
age-miR-509a	MIMAT0005743
age-mir-509b	MI0006589
age-miR-509b	MIMAT0005744
age-mir-510	MI0006590
age-miR-510	MIMAT0005745
age-miR-513a	MIMAT0005748
age-mir-513a-1	MI0006593
age-mir-513a-2	MI0006596
age-mir-513b	MI0006591
age-miR-513b	MIMAT0005746
age-miR-513c	MIMAT0005747
age-mir-513c-1	MI0006592
age-mir-513c-2	MI0006597
age-mir-513d	MI0006594
age-miR-513d	MIMAT0005749
age-miR-513e	MIMAT0005750
age-mir-513e-1	MI0006650
age-mir-513e-2	MI0006595
age-mir-514	MI0006598
age-miR-514	MIMAT0005751
age-mir-9	MI0002573
age-miR-9	MIMAT0002279
age-miR-92	MIMAT0002678
age-mir-92-1	MI0002982
age-mir-92-2	MI0003101
age-mir-93	MI0003063
age-miR-93	MIMAT0002762
age-mir-98	MI0002700
age-miR-98	MIMAT0002408
ahy-miR156a	MIMAT0016317
ahy-MIR156a	MI0015332
ahy-MIR156b	MI0015333
ahy-miR156b-3p	MIMAT0016319
ahy-miR156b-5p	MIMAT0016318
ahy-miR156c	MIMAT0016320
ahy-MIR156c	MI0015334
ahy-miR159	MIMAT0016321
ahy-MIR159	MI0015335
ahy-MIR160	MI0015336
ahy-miR160-3p	MIMAT0016323
ahy-miR160-5p	MIMAT0016322
ahy-MIR167	MI0015337
ahy-miR167-3p	MIMAT0016325
ahy-miR167-5p	MIMAT0016324
ahy-miR3508	MIMAT0016330
ahy-MIR3508	MI0015341
ahy-MIR3509	MI0015342
ahy-miR3509-3p	MIMAT0016332
ahy-miR3509-5p	MIMAT0016331
ahy-miR3510	MIMAT0016333
ahy-MIR3510	MI0015343
ahy-MIR3511	MI0015344
ahy-miR3511-3p	MIMAT0016335
ahy-miR3511-5p	MIMAT0016334
ahy-miR3512	MIMAT0016336
ahy-MIR3512	MI0015345
ahy-MIR3513	MI0015346
ahy-miR3513-3p	MIMAT0016338
ahy-miR3513-5p	MIMAT0016337
ahy-MIR3514	MI0015347
ahy-miR3514-3p	MIMAT0016340
ahy-miR3514-5p	MIMAT0016339
ahy-miR3515	MIMAT0016341
ahy-MIR3515	MI0015348
ahy-miR3516	MIMAT0016342
ahy-MIR3516	MI0015349
ahy-miR3517	MIMAT0016343
ahy-MIR3517	MI0015350
ahy-miR3518	MIMAT0016344
ahy-MIR3518	MI0015351
ahy-miR3519	MIMAT0016345
ahy-MIR3519	MI0015352
ahy-MIR3520	MI0015353
ahy-miR3520-3p	MIMAT0016347
ahy-miR3520-5p	MIMAT0016346
ahy-miR3521	MIMAT0016348
ahy-MIR3521	MI0015354
ahy-miR394	MIMAT0016326
ahy-MIR394	MI0015338
ahy-miR398	MIMAT0016327
ahy-MIR398	MI0015339
ahy-MIR408	MI0015340
ahy-miR408-3p	MIMAT0016329
ahy-miR408-5p	MIMAT0016328
aja-let-7i	MI0024373_MIMAT0031151
aja-mir-142	MI0024358
aja-miR-142	MIMAT0031136
aja-mir-143	MI0024369
aja-miR-143	MIMAT0031147
aja-mir-144	MI0024359
aja-miR-144	MIMAT0031137
aja-mir-145	MI0024360
