name,MIMAT,curated,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-149-5p,MIMAT0000450,white,1.29130357142857,7.9295486381323,4.17917248056858,3.12494226079382e-05,0.00828109699110363,2.13453894549398
hsa-miR-125b-2-3p,MIMAT0004603,white,-0.582992857142856,7.14102023346303,-3.70159082717454,0.00022338214689609,0.0295981344637319,0.353794392921543
hsa-miR-7-5p,MIMAT0000252,white,1.41336071428572,8.14733852140078,3.5488580425541,0.000400951734340766,0.0307619284318627,-0.171178980209355
hsa-miR-125a-5p,MIMAT0000443,white,0.884232142857144,9.78780622568093,3.46950253278426,0.000538801313344521,0.0307619284318627,-0.435386539162209
hsa-miR-378a-3p,MIMAT0000732,white,-0.435935714285716,6.93282568093385,-3.42086235186043,0.000643955598241954,0.0307619284318627,-0.594433974156185
hsa-miR-29c-5p,MIMAT0004673,white,0.782528571428577,8.96772529182879,3.39927491596144,0.000696496492796892,0.0307619284318627,-0.66431644412201
hsa-miR-140-3p,MIMAT0004597,white,-0.659057142857145,9.59469105058366,-3.32490479493908,0.000909606412589667,0.0323847166015785,-0.901741035765041
hsa-miR-433-3p,MIMAT0001627,white,-0.0961285714285687,6.27891595330739,-3.30077167495869,0.000990839395819318,0.0323847166015785,-0.977677028102448
hsa-miR-139-5p,MIMAT0000250,white,-0.516582142857142,6.96758521400778,-3.27111705525594,0.00109985829967625,0.0323847166015785,-1.07024248509606
hsa-miR-505-3p,MIMAT0002876,white,-0.411425000000001,7.33861167315175,-3.14001220912496,0.00172817592228863,0.0457966619406486,-1.46963680115243
hsa-let-7e-5p,MIMAT0000066,white,0.989528571428568,12.236353307393,2.79664484821276,0.00524112441132936,0.115533583442154,-2.4393797347392
hsa-miR-29a-3p,MIMAT0000086,white,-0.504271428571425,13.9115229571984,-2.76077415596857,0.00584904704224129,0.115533583442154,-2.53430086410896
hsa-miR-107,MIMAT0000104,white,0.558660714285715,10.3136793774319,2.73759415266657,0.00627502604475894,0.115533583442154,-2.59499614811913
hsa-miR-31-5p,MIMAT0000089,white,-0.676739285714284,7.22952684824903,-2.71326587701925,0.00675199169888661,0.115533583442154,-2.65815436363586
hsa-miR-1238-3p,MIMAT0005593,rejected,-0.151560714285714,6.57897431906615,-2.68767089128905,0.00728877738237958,0.115533583442154,-2.72399973485435
hsa-miR-328-3p,MIMAT0000752,white,0.128903571428571,6.36844513618677,2.68704525002539,0.00730236555897536,0.115533583442154,-2.72560153069008
hsa-miR-150-5p,MIMAT0000451,white,-1.33949285714285,11.0465167315175,-2.67537360599481,0.00756006659118734,0.115533583442154,-2.75541624447198
hsa-miR-887-3p,MIMAT0004951,white,0.44834642857143,6.83238832684825,2.66276660126849,0.00784756415833498,0.115533583442154,-2.78747618280845
hsa-miR-183-5p,MIMAT0000261,white,0.972417857142853,9.98095719844358,2.63471330703074,0.00852277401346159,0.118484087399752,-2.85827924928047
hsa-miR-34a-5p,MIMAT0000255,white,-0.502567857142854,13.1716653696498,-2.61827387100287,0.008942195275453,0.118484087399752,-2.89942581512461
hsa-let-7d-3p,MIMAT0004484,white,0.0975999999999964,6.32660077821012,2.59483075782155,0.00957222960291896,0.120792421179692,-2.95766145703226
