name	MIMAT	curated	logFC	AveExpr	t	P.Value	adj.P.Val	B
hsa-miR-139-5p	MIMAT0000250	white	-0.691105747126439	6.96758521400778	-4.4993824903346	7.43585397433086e-06	0.00197050130319768	3.39622101696599
hsa-miR-151-3p	MIMAT0000757	white	0.887732183908039	9.62780622568093	4.30561878731952	1.79264466792168e-05	0.00237525418499623	2.5806019710107
hsa-miR-125b-2-3p	MIMAT0004603	white	-0.590232183908055	7.14102023346303	-3.85300681123107	0.000122473972187735	0.0103823729334449	0.811463644707095
hsa-miR-221-3p	MIMAT0000278	white	-0.891880459770118	8.15734630350195	-3.79153194013877	0.000156715063146339	0.0103823729334449	0.585942106698851
hsa-miR-149-5p	MIMAT0000450	white	1.07754022988505	7.9295486381323	3.58547872784013	0.000349160174529687	0.0185054892500734	-0.144093228471323
hsa-miR-381-3p	MIMAT0000736	white	-0.618644827586214	7.39617276264591	-3.47500550216663	0.000527970555533472	0.0208077894889961	-0.519044256592824
hsa-miR-433-3p	MIMAT0001627	white	-0.0979643678160915	6.27891595330739	-3.45846073378793	0.000561161353595866	0.0208077894889961	-0.574207450769544
hsa-miR-34a-5p	MIMAT0000255	white	-0.638489655172425	13.1716653696498	-3.41999870417806	0.000645984696914093	0.0208077894889961	-0.701448586151008
hsa-miR-140-3p	MIMAT0004597	white	-0.654585057471271	9.59469105058366	-3.3952670881686	0.000706679643022508	0.0208077894889961	-0.782528756909726
hsa-miR-151-5p	MIMAT0004697	white	0.805622988505743	8.93391284046693	3.34432020045775	0.000848786680038499	0.0224928470210202	-0.947732251469777
hsa-miR-148a-3p	MIMAT0000243	white	-1.03954827586207	10.7076140077821	-3.10897771179197	0.00191888408608137	0.0462276620737785	-1.67899577645281
hsa-miR-486-5p	MIMAT0002177	white	-0.747313793103454	7.22713073929961	-3.01619406030723	0.00261032402069721	0.0576446554570634	-1.95286576078891
hsa-miR-378a-3p	MIMAT0000732	white	-0.366555172413801	6.93282568093385	-2.95736013802025	0.00315994591786358	0.0644142821718345	-2.12228991607526
hsa-miR-324-5p	MIMAT0000761	white	0.472193103448273	8.44323813229572	2.93193650260154	0.00342860694489611	0.0648986314569621	-2.19448423347057
hsa-miR-654-3p	MIMAT0004814	white	-0.424427586206899	7.09719299610895	-2.79717003009788	0.005232664871454	0.08173060823444	-2.56690266464269
hsa-miR-30d-5p	MIMAT0000245	white	0.746081609195404	10.430893385214	2.79413598579587	0.00528170767800665	0.08173060823444	-2.57508797159266
hsa-miR-376a-3p	MIMAT0000729	white	-0.655426436781606	8.27417042801556	-2.7648168213228	0.00577748653741933	0.08173060823444	-2.65373380286933
hsa-miR-377-3p	MIMAT0000730	white	-0.673659770114939	8.26683968871595	-2.76330516456492	0.00580415181983997	0.08173060823444	-2.65776646447126
hsa-miR-107	MIMAT0000104	white	0.547850574712644	10.3136793774319	2.76016323784526	0.00585993040171457	0.08173060823444	-2.66614124387074
hsa-miR-125b-5p	MIMAT0000423	white	-0.823144827586209	13.3319828793774	-2.72991146194277	0.00642226106188672	0.0850949590699991	-2.74629548958581
hsa-miR-193a-5p	MIMAT0004614	white	-0.542590804597705	8.498646692607	-2.67301196653401	0.00761319217464858	0.0861815519397234	-2.89468975575528
hsa-miR-154-5p	MIMAT0000452	white	-0.327697701149424	6.96640389105058	-2.66863319787804	0.00771258076604478	0.0861815519397234	-2.90598159183649
hsa-miR-140-5p	MIMAT0000431	white	-0.617967816091957	10.3465035019455	-2.66299714839305	0.00784221980379266	0.0861815519397234	-2.92048872740152
hsa-miR-7-5p	MIMAT0000252	white	1.02934942528735	8.14733852140078	2.65735852142945	0.0079738704895883	0.0861815519397234	-2.9349721543788
hsa-miR-299-3p	MIMAT0000687	white	-0.220766666666667	6.58078443579767	-2.65076465070814	0.00813033508865315	0.0861815519397234	-2.95187072809939
hsa-miR-145-5p	MIMAT0000437	white	-0.765671264367827	10.4006070038911	-2.62391061472646	0.00879634973381047	0.088208192133339	-3.02026263420414
