name,MIMAT,curated,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-29c-5p,MIMAT0004673,white,0.704212565445031,8.96772529182879,3.23732622492953,0.00123756739090577,0.144722193661542,-1.04761199667857
hsa-miR-1238-3p,MIMAT0005593,rejected,-0.171572774869112,6.57897431906615,-3.21984101899974,0.00131492715748172,0.144722193661542,-1.09805172339215
hsa-miR-185-5p,MIMAT0000455,white,-0.516508376963351,9.38376108949416,-3.07325822069102,0.00216222762363594,0.144722193661542,-1.51033884917869
hsa-miR-130b-3p,MIMAT0000691,white,-0.659114659685864,9.48271984435798,-3.07017800422584,0.00218448594206101,0.144722193661542,-1.51879980827849
hsa-miR-486-5p,MIMAT0002177,white,-0.718795287958115,7.22713073929961,-2.9861141089546,0.00287933784177474,0.152604905614061,-1.74648848351309
hsa-miR-505-3p,MIMAT0002876,white,-0.344716230366492,7.33861167315175,-2.78419083791835,0.00544539083208099,0.190316881939032,-2.26794900029918
hsa-miR-1246,MIMAT0005898,rejected,-1.17510418848167,10.2971081712062,-2.77458055208743,0.00560790422335142,0.190316881939032,-2.29186992507619
hsa-miR-10a-5p,MIMAT0000253,white,1.21714554973822,8.95568171206226,2.76664330735347,0.00574541530381984,0.190316881939032,-2.31156494523821
hsa-miR-362-5p,MIMAT0000705,white,-0.44223141361257,8.1607906614786,-2.60413861277767,0.0093174854922702,0.274348183939067,-2.70254531058317
hsa-miR-342-5p,MIMAT0004694,white,0.687974869109945,9.2240560311284,2.49954941922652,0.0125599163961883,0.290096951844916,-2.94181308001799
hsa-miR-433-3p,MIMAT0001627,white,-0.0680664921465981,6.27891595330739,-2.47339212794314,0.013513113119596,0.290096951844916,-3.00013649891883
hsa-miR-29c-3p,MIMAT0000681,white,0.548879581151823,13.2919058365759,2.4345623922604,0.01504613045563,0.290096951844916,-3.08559622988783
hsa-miR-106b-5p,MIMAT0000680,white,-0.405736649214656,12.2765891050584,-2.41148185784348,0.0160283191249135,0.290096951844916,-3.13575953121643
hsa-miR-96-5p,MIMAT0000095,white,0.982765968586394,10.3616708171206,2.40847110920907,0.0161605147410198,0.290096951844916,-3.14226822299064
hsa-miR-489-3p,MIMAT0002805,white,0.42834397905759,6.67138910505837,2.40261080067542,0.0164205821799009,0.290096951844916,-3.15491406038122
hsa-miR-140-3p,MIMAT0004597,white,-0.44043298429319,9.59469105058366,-2.35143288886927,0.0188526336793312,0.312246745313923,-3.26405323346189
hsa-miR-378a-3p,MIMAT0000732,white,-0.27979005235602,6.93282568093385,-2.32349652817978,0.0203089505257416,0.316580699371855,-3.3226467364973
hsa-miR-222-3p,MIMAT0000279,white,-0.723045549738218,8.22986303501946,-2.26499643569848,0.0236799737144849,0.334629358718891,-3.44309638535995
hsa-miR-92a-3p,MIMAT0000092,white,-0.51226492146597,8.97298832684825,-2.25995075993756,0.0239922936439959,0.334629358718891,-3.45334266103086
hsa-miR-193a-5p,MIMAT0004614,white,-0.440985340314137,8.498646692607,-2.23613243864989,0.0255153686921099,0.338078635170456,-3.50140477612909
hsa-miR-139-5p,MIMAT0000250,white,-0.323956020942409,6.96758521400778,-2.17089771310662,0.0301227203850609,0.38012004295434,-3.63045411543983
