name,MIMAT,curated,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-29c-5p,MIMAT0004673,white,1.03308924731183,8.96772529182879,4.74602824167569,2.30839625131788e-06,0.000611725006599238,4.50184935696636
hsa-miR-140-3p,MIMAT0004597,white,-0.749312903225812,9.59469105058366,-3.99784309273421,6.75849966112213e-05,0.00829147280507555,1.38620246474494
hsa-miR-29c-3p,MIMAT0000681,white,0.884005376344087,13.2919058365759,3.91839778172186,9.38657298687798e-05,0.00829147280507555,1.08582589033086
hsa-miR-150-5p,MIMAT0000451,white,-1.75323440860214,11.0465167315175,-3.70331293662897,0.00022188666210125,0.0139191736992309,0.302151948230609
hsa-miR-378a-3p,MIMAT0000732,white,-0.439899999999995,6.93282568093385,-3.65067777457174,0.000272121579545503,0.0139191736992309,0.116958909964795
hsa-miR-505-3p,MIMAT0002876,white,-0.447558064516128,7.33861167315175,-3.61240501613282,0.000315151102624096,0.0139191736992309,-0.0160718687399584
hsa-miR-664*,MIMAT0005948,rejected,0.528637634408606,7.12926848249027,3.55777843854826,0.000387712143404806,0.0146776740003248,-0.203567963746251
hsa-miR-486-5p,MIMAT0002177,white,-0.825980645161292,7.22713073929961,-3.42910536993896,0.000624885470667582,0.0206993312158636,-0.63414807149307
hsa-miR-139-5p,MIMAT0000250,white,-0.502911827956989,6.96758521400778,-3.3678670313028,0.000780095379991265,0.0229694750775206,-0.83360579803018
hsa-miR-142-5p,MIMAT0000433,white,-1.06903118279569,8.67864591439689,-3.31770325088237,0.000933175855240934,0.0247291601638847,-0.994363465251284
hsa-miR-125b-2-3p,MIMAT0004603,white,-0.484831182795699,7.14102023346303,-3.25553307275277,0.00116150377137522,0.0279816817649485,-1.19030841555855
hsa-miR-31-5p,MIMAT0000089,white,-0.752367741935483,7.22952684824903,-3.19012368708601,0.00145672875072082,0.0321694265784181,-1.39252872944966
hsa-miR-342-5p,MIMAT0004694,white,0.866097849462367,9.2240560311284,3.14460351260066,0.00170149264223598,0.0342235589784663,-1.53087684174556
hsa-miR-10a-5p,MIMAT0000253,white,1.37644516129032,8.95568171206226,3.12665058761003,0.00180803707810766,0.0342235589784663,-1.58490261408488
hsa-miR-30a-3p,MIMAT0000088,white,1.04732258064516,9.4623439688716,3.06147499422203,0.00224851707464119,0.0395494793695917,-1.77847594856769
hsa-miR-433-3p,MIMAT0001627,white,-0.0833827956989177,6.27891595330739,-3.0279300531186,0.00251175660147028,0.0395494793695917,-1.87653989854635
hsa-miR-362-5p,MIMAT0000705,white,-0.514022580645158,8.1607906614786,-3.02486841486876,0.0025371364123889,0.0395494793695917,-1.88543716251892
hsa-miR-96-5p,MIMAT0000095,white,1.14477311827957,10.3616708171206,2.80362895181655,0.0051296309304267,0.0755195664757264,-2.50486978995393
hsa-miR-222-3p,MIMAT0000279,white,-0.884189247311826,8.22986303501946,-2.76794130236634,0.00572272162715447,0.0784052352528739,-2.60044174626775
hsa-miR-223-3p,MIMAT0000280,white,-1.01455161290322,10.4669478599222,-2.756955483998,0.00591737624549991,0.0784052352528739,-2.62961849333415
hsa-miR-142-3p,MIMAT0000434,white,-1.15307311827957,12.3390256809339,-2.70354800840735,0.00695146083233063,0.0877208152651246,-2.76982772970843
hsa-miR-186-5p,MIMAT0000456,white,-0.404088172043005,8.37845836575876,-2.66489606642374,0.00779832466531014,0.0939343652866903,-2.86960897274615
hsa-miR-1238-3p,MIMAT0005593,rejected,-0.138701075268816,6.57897431906615,-2.60121148562991,0.00939693666578511,0.107484573298287,-3.03091408033388
hsa-miR-221-3p,MIMAT0000278,white,-0.586654838709672,8.15734630350195,-2.56534278331722,0.0104208221336796,0.107484573298287,-3.12006623383816
hsa-miR-30c-2-3p,MIMAT0004550,white,0.492456989247312,7.375353307393,2.56442258182595,0.0104483492573863,0.107484573298287,-3.12233729514024
hsa-miR-149-5p,MIMAT0000450,white,0.742161290322581,7.9295486381323,2.54019251891323,0.0111968691808756,0.107484573298287,-3.18184708706316
hsa-miR-363-3p,MIMAT0000707,white,0.898980645161295,8.05356575875486,2.53643659483606,0.0113170709506322,0.107484573298287,-3.19102170750339
hsa-miR-183-5p,MIMAT0000261,white,0.884760215053767,9.98095719844358,2.53520110603768,0.0113568605749133,0.107484573298287,-3.19403670760949
hsa-miR-144-3p,MIMAT0000436,white,-0.810397849462364,7.7847766536965,-2.36116633650576,0.0183671573082071,0.163747823598684,-3.60420355892774
hsa-miR-185-5p,MIMAT0000455,white,-0.39497096774193,9.38376108949416,-2.34853284380741,0.0189994355740379,0.163747823598684,-3.63285369640463
hsa-miR-129-3p,MIMAT0004605,white,-0.177696774193547,6.51305992217899,-2.3454730930465,0.0191554057794686,0.163747823598684,-3.63976966044578
hsa-miR-140-5p,MIMAT0000431,white,-0.509723655913977,10.3465035019455,-2.2594061704201,0.0240262158202496,0.198967099761442,-3.83064484997287
hsa-miR-381-3p,MIMAT0000736,white,-0.385127956989247,7.39617276264591,-2.22522450267643,0.0262403942366689,0.210718317355068,-3.90448815845469
hsa-miR-130a-3p,MIMAT0000425,white,-0.56043870967742,10.8553813229572,-2.20862146565992,0.0273781606338442,0.213388604940256,-3.93995308777839
hsa-miR-30c-5p,MIMAT0000244,white,0.489865591397848,10.2465914396887,2.19040861373546,0.0286750144568566,0.216276714016382,-3.97855357440976
hsa-miR-130b-3p,MIMAT0000691,white,-0.468491397849462,9.48271984435798,-2.18079070482762,0.0293809875644897,0.216276714016382,-3.99880989499598
hsa-miR-324-5p,MIMAT0000761,white,0.33961505376344,8.44323813229572,2.16908479743643,0.0302603774150066,0.216729730134507,-4.02334441069271
hsa-miR-193b-3p,MIMAT0002819,white,0.513223655913972,10.7121447470817,2.15215587349669,0.0315721414436411,0.220174144278023,-4.05859408631375
hsa-miR-125b-5p,MIMAT0000423,white,-0.623719354838713,13.3319828793774,-2.12772847980601,0.0335508362424799,0.227973630878389,-4.10897402297528
hsa-miR-200b-5p,MIMAT0004571,white,0.418143010752687,7.62304980544747,2.10473305581503,0.0355096441854888,0.235251392728863,-4.15587892849252
hsa-miR-146a-5p,MIMAT0000449,white,-0.635629032258068,9.55095175097276,-2.08150692186302,0.0375864452575437,0.23589381310311,-4.20274072832707
hsa-miR-181c-5p,MIMAT0000258,white,0.440601075268814,8.00072996108949,2.07496857032053,0.0381894225811472,0.23589381310311,-4.2158395795798
hsa-miR-451,MIMAT0001631,yellow,-1.19074193548387,12.0230038910506,-2.06559597631456,0.0390681279630633,0.23589381310311,-4.23454513668404
hsa-let-7i-5p,MIMAT0000415,white,-0.388950537634404,13.3244256809339,-2.05305127708385,0.0402710837224885,0.23589381310311,-4.25944987544775
hsa-miR-146b-5p,MIMAT0002809,white,-0.63182150537634,9.67042023346304,-2.04965273489814,0.0406023454535544,0.23589381310311,-4.2661709929766
hsa-miR-1246,MIMAT0005898,rejected,-0.867168817204297,10.2971081712062,-2.04613553442094,0.0409476052933701,0.23589381310311,-4.27311512914484
hsa-miR-30a-5p,MIMAT0000087,white,0.8483569892473,10.8876832684825,2.02261373985231,0.0433211901351089,0.243074675464178,-4.31925052884709
hsa-miR-502-3p,MIMAT0004775,white,-0.228470967741937,7.48206225680934,-1.99010403203414,0.0467925251242931,0.243074675464178,-4.38214235850359
hsa-miR-24-3p,MIMAT0000080,white,-0.296454838709678,12.2451805447471,-1.98638892302096,0.0472037434254796,0.243074675464178,-4.38926497865085
hsa-miR-22-3p,MIMAT0000077,white,-0.409344086021504,14.3399953307393,-1.97924455849444,0.0480030948852015,0.243074675464178,-4.40292501135089
hsa-let-7f-5p,MIMAT0000067,white,0.881175268817209,11.1971610894942,1.97640996413182,0.0483233854772508,0.243074675464178,-4.408331207099
hsa-let-7a-5p,MIMAT0000062,white,0.728879569892475,13.6320194552529,1.96845951180843,0.0492313379926503,0.243074675464178,-4.42345338813505
hsa-miR-299-3p,MIMAT0000687,white,-0.159347311827955,6.58078443579767,-1.96805435423254,0.049277988773473,0.243074675464178,-4.4242223972449
hsa-miR-342-3p,MIMAT0000753,white,0.670711827956991,10.6810832684825,1.96244454746872,0.0499277406715514,0.243074675464178,-4.43485391970588
hsa-let-7b-5p,MIMAT0000063,white,0.410118279569897,15.7883704280156,1.95798432663435,0.0504494609453955,0.243074675464178,-4.44328526260507
hsa-miR-34a-5p,MIMAT0000255,white,-0.351843010752697,13.1716653696498,-1.93854408504409,0.0527771290667734,0.249748914333838,-4.47981130862504
hsa-miR-200a-3p,MIMAT0000682,white,0.73590322580645,11.1713642023346,1.92428337201269,0.0545412032022347,0.253568751729688,-4.50637525812949
hsa-miR-31-3p,MIMAT0004504,white,-0.430848387096771,6.97454785992218,-1.8524542280739,0.0641913755702442,0.289961077459489,-4.6372093200071
hsa-let-7d-3p,MIMAT0004484,white,0.0655516129032208,6.32660077821012,1.84310039519452,0.0655461173048366,0.289961077459489,-4.65388279744825
hsa-miR-501-5p,MIMAT0002872,white,-0.111558064516127,6.4396420233463,-1.84237904972073,0.0656515647078089,0.289961077459489,-4.65516513035447
hsa-miR-92a-3p,MIMAT0000092,white,-0.415024731182791,8.97298832684825,-1.8297346719994,0.0675227873212155,0.293336699018395,-4.6775619150457
hsa-miR-532-5p,MIMAT0002888,white,-0.295931182795702,8.26009027237354,-1.80184041660819,0.0718064197883187,0.302993747255446,-4.72642802888587
hsa-miR-196a-5p,MIMAT0000226,white,1.07523655913978,9.46462412451362,1.80040673052118,0.0720324757626154,0.302993747255446,-4.72891943342044
hsa-miR-532-3p,MIMAT0004780,white,-0.187726881720431,7.1094233463035,-1.78381946380665,0.0746905428521094,0.309265528997015,-4.75760069462898
hsa-miR-144-5p,MIMAT0004600,white,-0.328877419354833,6.64377898832685,-1.76490660123113,0.0778185979252739,0.317260437695348,-4.78998092625831
hsa-miR-181d-5p,MIMAT0002821,white,0.301601075268814,7.54638521400778,1.74794463730594,0.0807140747638443,0.320450129855835,-4.81872897195481
hsa-miR-664,MIMAT0005949,rejected,0.125108602150538,6.66395642023346,1.74618463033485,0.0810194667937395,0.320450129855835,-4.82169610704248
hsa-miR-204-5p,MIMAT0000265,white,-0.251951612903221,6.60559377431907,-1.71782879375282,0.0860704103351957,0.334704652243677,-4.8690902096441
hsa-miR-21-3p,MIMAT0004494,white,-0.479046236559135,9.3393579766537,-1.7119462260068,0.087149513225712,0.334704652243677,-4.87882565031196
hsa-miR-19b-3p,MIMAT0000074,white,-0.34175913978495,10.6364513618677,-1.69078843856059,0.0911213822814323,0.344959518636851,-4.91356626907676
hsa-miR-30e-3p,MIMAT0000693,white,0.337292473118282,8.65674941634241,1.66855577797067,0.0954507272366922,0.356259756587654,-4.94960843593277
hsa-miR-769-5p,MIMAT0003886,white,0.235882795698929,7.87214941634241,1.63845848739184,0.101572566493792,0.3651472069468,-4.9976435676574
hsa-miR-193a-5p,MIMAT0004614,white,-0.321812903225805,8.498646692607,-1.63074705987571,0.103190432390126,0.3651472069468,-5.00981087314342
hsa-miR-489-3p,MIMAT0002805,white,0.289183870967738,6.67138910505837,1.6209686170018,0.105271383493689,0.3651472069468,-5.02515738484791
hsa-miR-125a-5p,MIMAT0000443,white,0.388424731182802,9.78780622568093,1.61181122308818,0.107250270648139,0.3651472069468,-5.03944587062285
hsa-let-7e-5p,MIMAT0000066,white,0.5373688172043,12.236353307393,1.60615639589804,0.108486922780194,0.3651472069468,-5.04822896555249
hsa-miR-15b-5p,MIMAT0000417,white,0.294018279569897,13.0394856031128,1.60444399186738,0.108863627881033,0.3651472069468,-5.05088261299327
hsa-miR-429,MIMAT0001536,white,0.534825806451611,9.93474474708171,1.60211271238598,0.109378141202589,0.3651472069468,-5.05449077699819
hsa-miR-193b-5p,MIMAT0004767,white,0.151045161290329,6.8665579766537,1.59513077213539,0.110930575880986,0.3651472069468,-5.06526559819944
hsa-miR-155-5p,MIMAT0000646,white,-0.507311827956986,9.09959610894942,-1.59004765272293,0.112071724294082,0.3651472069468,-5.07308059976551
hsa-miR-154-5p,MIMAT0000452,white,-0.189589247311821,6.96640389105058,-1.58812202648737,0.112506436106247,0.3651472069468,-5.07603465071444
hsa-miR-432-5p,MIMAT0002814,white,-0.13913440860215,6.65606303501946,-1.58599153092457,0.112988947055236,0.3651472069468,-5.07929883193476
hsa-miR-29b-3p,MIMAT0000100,white,0.497232258064518,9.67240233463035,1.57963497962832,0.114438274628151,0.365375214174217,-5.08901191529781
hsa-miR-133b,MIMAT0000770,white,-0.20533655913979,6.58233618677043,-1.5708113992698,0.116474330571764,0.367448780970447,-5.10243033071899
hsa-miR-100-5p,MIMAT0000098,white,-0.481559139784947,10.3857408560311,-1.55636972539919,0.119868123254558,0.373706501911271,-5.12423089170183
hsa-miR-338-3p,MIMAT0000763,white,0.573650537634409,8.96168249027237,1.53514520061411,0.124996016128739,0.385162142722277,-5.1559065656969
hsa-miR-15a-5p,MIMAT0000068,white,0.39213978494624,12.2159081712062,1.52307632587901,0.127987337576214,0.389187090655727,-5.17372502939138
hsa-miR-107,MIMAT0000104,white,0.291672043010752,10.3136793774319,1.51154863914602,0.130896278114377,0.389187090655727,-5.19061365647695
hsa-miR-572,MIMAT0003237,rejected,0.285066666666669,7.55740311284047,1.50747747861436,0.131935789585519,0.389187090655727,-5.19654756092937
hsa-miR-98-5p,MIMAT0000096,white,0.52109569892473,8.77613229571984,1.50653734117048,0.132176747769869,0.389187090655727,-5.19791558846697
hsa-miR-30c-1-3p,MIMAT0004674,white,-0.0915139784946186,6.69275719844358,-1.49752435270864,0.134504139396213,0.3916878784615,-5.2109875577401
hsa-miR-654-3p,MIMAT0004814,white,-0.217906451612906,7.09719299610895,-1.47720248205648,0.139868074989489,0.402880868176244,-5.24017456010662
hsa-miR-376a-3p,MIMAT0000729,white,-0.338902150537637,8.27417042801556,-1.4705216073637,0.14166702322575,0.403674851127137,-5.24968308054181
hsa-miR-1249-3p,MIMAT0005901,white,-0.196679569892469,7.23367859922179,-1.44520178392813,0.14864669575334,0.413826877196332,-5.28532952334081
hsa-miR-377-5p,MIMAT0004689,white,-0.0787290322580647,6.38472840466926,-1.44510145200982,0.148674866975484,0.413826877196332,-5.28546954806924
hsa-miR-382-5p,MIMAT0000737,white,-0.159141935483867,6.83304046692607,-1.4407003065243,0.149914642305086,0.413826877196332,-5.29160231857672
hsa-miR-1281,MIMAT0005939,rejected,-0.0726064516129012,6.48141245136187,-1.4235621661882,0.154817667281087,0.422955482778226,-5.31530578429524
hsa-miR-493-5p,MIMAT0002813,white,0.164696774193548,6.64790661478599,1.40920931598774,0.159016883418573,0.429994633733896,-5.33493942282601
hsa-miR-18a-5p,MIMAT0000072,white,-0.257632258064517,7.5385579766537,-1.39386124920034,0.163602145514882,0.437578338665301,-5.35571501920679
hsa-miR-409-3p,MIMAT0001639,white,-0.164013978494619,7.05082101167315,-1.38883937389218,0.165123901383132,0.437578338665301,-5.36246353401171
hsa-miR-200b-3p,MIMAT0000318,white,0.516135483870967,12.6838054474708,1.35302978057484,0.176285735719839,0.462531880849082,-5.40988135594988
hsa-miR-99a-5p,MIMAT0000097,white,-0.502219354838704,11.0320536964981,-1.34150071780048,0.179996584621876,0.466474705639089,-5.42488494940271
hsa-miR-1275,MIMAT0005929,rejected,-0.353326881720426,8.28661712062257,-1.33746548626361,0.18130903653142,0.466474705639089,-5.43010603997229
hsa-miR-939-5p,MIMAT0004982,rejected,0.251152688172042,7.5698233463035,1.32974413307391,0.183840192705132,0.468438952565963,-5.4400527994038
hsa-miR-361-3p,MIMAT0004682,white,-0.20951720430107,8.56283424124514,-1.31710002892288,0.18804151981992,0.47458097859313,-5.4562171021746
hsa-miR-127-3p,MIMAT0000446,white,-0.29703870967742,8.16474708171206,-1.29407867080799,0.19587236362226,0.484264350598079,-5.48525228113324
hsa-miR-377-3p,MIMAT0000730,white,-0.304855913978493,8.26683968871595,-1.28628598478113,0.198576561722637,0.484264350598079,-5.49496496653356
hsa-miR-379-5p,MIMAT0000733,white,-0.223750537634405,7.43070661478599,-1.28579809396942,0.198746772948885,0.484264350598079,-5.4955711200244
hsa-miR-19a-3p,MIMAT0000073,white,-0.319616129032257,9.73678988326848,-1.28453485224898,0.199187978170531,0.484264350598079,-5.49713950056122
hsa-miR-505-5p,MIMAT0004776,white,-0.139637634408599,6.81609805447471,-1.27554140837332,0.202349792137842,0.487247833687382,-5.50826089247239
hsa-let-7d-5p,MIMAT0000065,white,0.367770967741937,9.96078988326848,1.27058137728261,0.204109173598458,0.487247833687382,-5.51436117876313
hsa-miR-484,MIMAT0002174,rejected,0.110926881720434,6.89767003891051,1.26547757018087,0.205931159898063,0.487247833687382,-5.52061354719357
hsa-miR-26b-5p,MIMAT0000083,white,0.581989247311833,10.3207618677043,1.24553615808974,0.2131633457939,0.496568401227401,-5.54480194083985
hsa-miR-106b-5p,MIMAT0000680,white,-0.209495698924734,12.2765891050584,-1.24429871692592,0.213618104678957,0.496568401227401,-5.54629029563729
hsa-miR-126-3p,MIMAT0000445,white,-0.403545161290324,9.55936031128405,-1.23758081997488,0.216099160966597,0.497967631792592,-5.55434461548959
hsa-miR-598-3p,MIMAT0003266,rejected,0.166078494623659,6.68325758754864,1.22060412815036,0.222461405896931,0.506271862855762,-5.57450471695494
hsa-miR-132-5p,MIMAT0004594,white,0.124691397849461,6.85515252918288,1.2178033597026,0.223523803600468,0.506271862855762,-5.57780398127596
hsa-miR-148b-3p,MIMAT0000759,white,0.20306989247312,9.49412840466926,1.19699569419803,0.231530521102909,0.519962610951447,-5.60207835315274
