	name	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0004673	hsa-miR-29c-5p	1.03308924731183	8.96772529182879	4.74602824167569	2.30839625131788e-06	0.000611725006599238	4.50184935696636
MIMAT0004597	hsa-miR-140-3p	-0.749312903225812	9.59469105058366	-3.99784309273421	6.75849966112213e-05	0.00829147280507555	1.38620246474494
MIMAT0000681	hsa-miR-29c-3p	0.884005376344087	13.2919058365759	3.91839778172186	9.38657298687798e-05	0.00829147280507555	1.08582589033086
MIMAT0000451	hsa-miR-150-5p	-1.75323440860214	11.0465167315175	-3.70331293662897	0.00022188666210125	0.0139191736992309	0.302151948230609
MIMAT0000732	hsa-miR-378a-3p	-0.439899999999995	6.93282568093385	-3.65067777457174	0.000272121579545503	0.0139191736992309	0.116958909964795
MIMAT0002876	hsa-miR-505-3p	-0.447558064516128	7.33861167315175	-3.61240501613282	0.000315151102624096	0.0139191736992309	-0.0160718687399584
MIMAT0005948	hsa-miR-664*	0.528637634408606	7.12926848249027	3.55777843854826	0.000387712143404806	0.0146776740003248	-0.203567963746251
MIMAT0002177	hsa-miR-486-5p	-0.825980645161292	7.22713073929961	-3.42910536993896	0.000624885470667582	0.0206993312158636	-0.63414807149307
MIMAT0000250	hsa-miR-139-5p	-0.502911827956989	6.96758521400778	-3.3678670313028	0.000780095379991265	0.0229694750775206	-0.83360579803018
MIMAT0000433	hsa-miR-142-5p	-1.06903118279569	8.67864591439689	-3.31770325088237	0.000933175855240934	0.0247291601638847	-0.994363465251284
MIMAT0004603	hsa-miR-125b-2-3p	-0.484831182795699	7.14102023346303	-3.25553307275277	0.00116150377137522	0.0279816817649485	-1.19030841555855
MIMAT0000089	hsa-miR-31-5p	-0.752367741935483	7.22952684824903	-3.19012368708601	0.00145672875072082	0.0321694265784181	-1.39252872944966
MIMAT0004694	hsa-miR-342-5p	0.866097849462367	9.2240560311284	3.14460351260066	0.00170149264223598	0.0342235589784663	-1.53087684174556
MIMAT0000253	hsa-miR-10a-5p	1.37644516129032	8.95568171206226	3.12665058761003	0.00180803707810766	0.0342235589784663	-1.58490261408488
MIMAT0000088	hsa-miR-30a-3p	1.04732258064516	9.4623439688716	3.06147499422203	0.00224851707464119	0.0395494793695917	-1.77847594856769
MIMAT0001627	hsa-miR-433-3p	-0.0833827956989177	6.27891595330739	-3.0279300531186	0.00251175660147028	0.0395494793695917	-1.87653989854635
MIMAT0000705	hsa-miR-362-5p	-0.514022580645158	8.1607906614786	-3.02486841486876	0.0025371364123889	0.0395494793695917	-1.88543716251892
MIMAT0000095	hsa-miR-96-5p	1.14477311827957	10.3616708171206	2.80362895181655	0.0051296309304267	0.0755195664757264	-2.50486978995393
MIMAT0000279	hsa-miR-222-3p	-0.884189247311826	8.22986303501946	-2.76794130236634	0.00572272162715447	0.0784052352528739	-2.60044174626775
MIMAT0000280	hsa-miR-223-3p	-1.01455161290322	10.4669478599222	-2.756955483998	0.00591737624549991	0.0784052352528739	-2.62961849333415
MIMAT0000434	hsa-miR-142-3p	-1.15307311827957	12.3390256809339	-2.70354800840735	0.00695146083233063	0.0877208152651246	-2.76982772970843
MIMAT0000456	hsa-miR-186-5p	-0.404088172043005	8.37845836575876	-2.66489606642374	0.00779832466531014	0.0939343652866903	-2.86960897274615
