	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0003239	-0.141342201125012	7.94488650058659	-0.711040470519345	0.477181867760204	0.998689077135471	-6.82335941562309
MIMAT0000455	-0.120838683299474	9.23386820197064	-0.701243970684521	0.48327151345188	0.998689077135471	-6.83023109504452
MIMAT0000446	0.171279267536241	8.05788417904123	0.700510836910207	0.483728932603597	0.998689077135471	-6.83074151478957
MIMAT0000720	0.178350263302556	8.2861527056862	0.685853745053475	0.492922990538373	0.998689077135471	-6.84083406462215
MIMAT0005939	-0.0368966270096198	6.45055158463333	-0.67859778114333	0.4975089442565	0.998689077135471	-6.84575144441441
MIMAT0000756	0.068464170233967	6.63014501588918	0.676861526383298	0.498609664005931	0.998689077135471	-6.8469203580978
MIMAT0004695	0.0945443110816475	6.90071992896926	0.673112350053131	0.500990914219893	0.998689077135471	-6.84943424039423
MIMAT0002175	0.0337400322150208	6.32379988471557	0.668713106443227	0.503792721938665	0.998689077135471	-6.85236621038555
MIMAT0002821	-0.118661439843053	7.46052484514879	-0.664533013753884	0.506462607547713	0.998689077135471	-6.85513432188304
MIMAT0000095	0.277050125252726	10.1812499777893	0.658876717996327	0.510087189358913	0.998689077135471	-6.85885237752697
MIMAT0000096	0.226529777713727	8.65743890592171	0.649596835358489	0.516063079984844	0.998689077135471	-6.86488352654944
MIMAT0004602	-0.126248479214365	7.32026681737594	-0.64516347853138	0.518930770810499	0.998689077135471	-6.86773466026952
MIMAT0000760	0.116470772443383	9.94115300263179	0.638646282197569	0.523161290742176	0.998689077135471	-6.87189050467718
MIMAT0001343_MIMAT0003393	0.157827786920003	10.0901225418117	0.624246536818292	0.532571061425554	0.998689077135471	-6.88092332567144
MIMAT0000728	-0.328482084021057	9.39819248466254	-0.618787436156637	0.536160694351333	0.998689077135471	-6.88429394911999
MIMAT0000733	0.1146164171623	7.34274705666918	0.616043711361446	0.537969423933065	0.998689077135471	-6.88597683980481
MIMAT0004606	0.0730220402632638	6.73497066885981	0.614489600617927	0.538995289813275	0.998689077135471	-6.8869267531261
MIMAT0004603	-0.0972205202824572	7.06868545616228	-0.611568004738324	0.540926483595649	0.998689077135471	-6.88870601776741
MIMAT0004775	-0.0694690098033623	7.39691006543992	-0.606364718270873	0.544374439606098	0.998689077135471	-6.89185385428852
MIMAT0000443	0.147750791722691	9.65535131488356	0.604299004863995	0.54574631006741	0.998689077135471	-6.89309609615298
MIMAT0002173	0.0566398703743189	6.39396226653458	0.600142163441113	0.548512121428279	0.998689077135471	-6.89558302194826
MIMAT0000731_MIMAT0000732	-0.0711626038650985	6.87434183412231	-0.594464596828628	0.5523009291753	0.998689077135471	-6.89895203654038
MIMAT0000729	0.149423307002333	8.14554516226823	0.591615435345204	0.554207092875164	0.998689077135471	-6.90063064106299
MIMAT0003340	0.116403951647066	7.5045112924969	0.591498936732483	0.554285102033724	0.998689077135471	-6.90069910555375
MIMAT0003294	0.150430494388602	7.70678399113744	0.589238873596074	0.555799536457483	0.998689077135471	-6.90202464420259
MIMAT0000757	0.128750620244046	9.46353265264988	0.571542582732919	0.567726953677683	0.998689077135471	-6.91222827690812
MIMAT0005901	-0.0889635742485586	7.19362356397711	-0.568374700576568	0.569875001715412	0.998689077135471	-6.91402205357837
MIMAT0002814	0.052215165093215	6.61076349308821	0.558234438757735	0.576776784434441	0.998689077135471	-6.91969685784035
MIMAT0000083	0.266782175042892	10.1722182610974	0.55290582950265	0.580419347012845	0.998689077135471	-6.92263798644871
MIMAT0000682	0.214142673237981	10.9423925412943	0.54659378379281	0.584748080328958	0.998689077135471	-6.92608544101071
MIMAT0004814	0.0869952369021538	7.02728228537154	0.545651920611606	0.585395286343875	0.998689077135471	-6.9265964667665
MIMAT0001638	0.0438267513351986	6.48765070704927	0.536284743287115	0.591850041295404	0.998689077135471	-6.93163085854829
MIMAT0000693	0.115118747595912	8.52559007944475	0.53523500468612	0.592575431548082	0.998689077135471	-6.93218961120171
MIMAT0000092	-0.128456860633573	8.92020468296994	-0.533266756248094	0.593936629313158	0.998689077135471	-6.9332343168233
MIMAT0000258	-0.116811225235554	7.8937217968353	-0.530707991068152	0.595708353271648	0.998689077135471	-6.93458670481907
MIMAT0004682	-0.0831776955973247	8.43148837311124	-0.518668471284442	0.604076873826766	0.998689077135471	-6.94086269886053
MIMAT0004587	0.0417734620030412	6.54858863521071	0.518069755800254	0.604494409840468	0.998689077135471	-6.94117104164225
MIMAT0004761	0.12796546395762	7.72513957440791	0.514853853470335	0.606739351158599	0.998689077135471	-6.9428211629639
MIMAT0001618	0.0289692306281459	6.47698762251108	0.511660344770312	0.608972343387019	0.998689077135471	-6.9444496299318
MIMAT0001639	0.0637884606365606	6.98667916264632	0.509736206339858	0.610319520731868	0.998689077135471	-6.94542591677952
MIMAT0004589	-0.0533351060029323	6.96895643721604	-0.509210972265397	0.610687491099046	0.998689077135471	-6.94569177598731
MIMAT0000460	-0.0778208885289988	7.38479354245338	-0.506255670959355	0.612759760492693	0.998689077135471	-6.94718256142596
MIMAT0005948	0.075555631014895	7.06570094937644	0.500349022900602	0.616910815759775	0.998689077135471	-6.9501361446173
MIMAT0000689	0.120916982558194	8.34961730145815	0.497102780348281	0.619197441274752	0.998689077135471	-6.95174465376035
MIMAT0000435	0.13511373098066	8.58805560881096	0.495071783850809	0.620629938056062	0.998689077135471	-6.95274568760535
MIMAT0000254	0.195207005842481	10.1127214142109	0.489684236874083	0.624436841146003	0.998689077135471	-6.95538124450607
MIMAT0004954	0.0252885111373287	6.33340115004938	0.488541076591123	0.625245908332343	0.998689077135471	-6.9559367645654
MIMAT0000261	0.178784370795745	9.83068628945581	0.48836876397145	0.625367901150317	0.998689077135471	-6.95602038751808
MIMAT0000281	0.168117883980641	7.29953401285789	0.488020863217109	0.625614237068693	0.998689077135471	-6.95618913314997
MIMAT0000424	0.101500734028345	7.96042338717918	0.484230195596134	0.628300978837463	0.998689077135471	-6.95801996641006
MIMAT0004774	0.0425003641931037	6.74908610666301	0.475698504791582	0.634366075999594	0.998689077135471	-6.96208843220368
MIMAT0001413	-0.141759997284595	9.39599601767733	-0.472196291826286	0.636862929764323	0.998689077135471	-6.96373758591859
MIMAT0000681	-0.111914765562253	13.0318827813729	-0.464638585726038	0.642265148666892	0.998689077135471	-6.96725491643048
MIMAT0004694	0.123833291942094	9.08230225856235	0.452299148167544	0.651126086599882	0.998689077135471	-6.97287571879996
MIMAT0000442	0.12458377326062	6.91999785389364	0.439699131348246	0.660225342087563	0.998689077135471	-6.97845915935049
MIMAT0002874	0.0783505661497967	7.21375875045443	0.435413014318086	0.663332201896728	0.998689077135471	-6.98032251998673
MIMAT0004673	0.0951714893313396	8.82468154309957	0.432441908530747	0.665489265631257	0.998689077135471	-6.98160347963995
MIMAT0006764	-0.0900820961863822	11.32693082871	-0.429885642930936	0.667347371041072	0.998689077135471	-6.98269856813411
