	name	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0005942	hsa-miR-1288-3p	-0.305147328874493	6.29757442829253	-10.5581661963697	4.3873631541347e-25	1.16265123584569e-22	46.0534116487096
MIMAT0005893	hsa-miR-1305	-0.534039169928714	6.61596807438205	-10.454148882521	1.2147726007984e-24	1.60957369605788e-22	45.0487360038534
MIMAT0000417	hsa-miR-15b-5p	0.801817480123004	12.8876203000871	5.87063440273325	5.46970227632114e-09	4.83157034408367e-07	9.69997957061159
MIMAT0004603	hsa-miR-125b-2-3p	-0.52207228186956	7.07593847346222	-5.02122677202431	5.82750485615077e-07	3.86072196719989e-05	5.19516726580659
MIMAT0005938	hsa-miR-1274b	-0.737961253050885	12.1719476180422	-4.92952211617949	9.27570600826516e-07	4.91612418438054e-05	4.74917134293222
MIMAT0000423	hsa-miR-125b-5p	-0.914610620576982	13.1064988342717	-4.30604657018281	1.78336604356853e-05	0.000787653335909436	1.92794140822995
MIMAT0000101	hsa-miR-103a-3p	0.54652641198556	12.7340265366448	4.21656303675511	2.6473949816169e-05	0.00100222810018354	1.55338261116791
MIMAT0002819	hsa-miR-193b-3p	0.715483515456314	10.550969472606	4.15765864148182	3.41997448032031e-05	0.00100798219355034	1.31100145372037
MIMAT0000104	hsa-miR-107	0.617102763706681	10.2169794343849	4.15743123832791	3.42333575168041e-05	0.00100798219355034	1.31007216650357
MIMAT0004673	hsa-miR-29c-5p	0.630597528029218	8.82467773982981	3.99206175068971	6.90626961370298e-05	0.0018017473817767	0.64741301031258
MIMAT0000089	hsa-miR-31-5p	-0.676080236851666	7.15958610104556	-3.97290867304601	7.47895139605421e-05	0.0018017473817767	0.572359843153382
MIMAT0007890	hsa-miR-1914-3p	-0.273047245402934	6.8738606482743	-3.85301023738363	0.000122207664474275	0.00269875259047356	0.110541391570194
MIMAT0000250	hsa-miR-139-5p	-0.396905938443149	6.91398843011334	-3.72736158955871	0.000201576324187725	0.00386249545367577	-0.358570211744102
MIMAT0000753	hsa-miR-342-3p	0.920625296203141	10.5843685375917	3.72424524063238	0.000204056363590418	0.00386249545367577	-0.370011673922346
MIMAT0000450	hsa-miR-149-5p	0.794439759107684	7.84376987151383	3.60116383016393	0.000328400699452235	0.00580174569032282	-0.814396690211153
MIMAT0005954	hsa-miR-720	-0.626680815828305	14.7958438181295	-3.52324354714406	0.000440673400521536	0.00724767277542509	-1.0881566594145
MIMAT0000063	hsa-let-7b-5p	0.562942617259054	15.655796673252	3.50887616215962	0.000464945045970666	0.00724767277542509	-1.1379923901608
MIMAT0000451	hsa-miR-150-5p	-1.24295772746959	10.8769017076457	-3.43433579829772	0.000612195285828981	0.00876459355681903	-1.39333829670852
MIMAT0002876	hsa-miR-505-3p	-0.309551080198095	7.26412847909334	-3.42718321402547	0.00062840482105495	0.00876459355681903	-1.41755705902881
MIMAT0000280	hsa-miR-223-3p	-0.911026346459801	10.3323218872331	-3.30920468944762	0.00096053664464809	0.012179272152552	-1.80987248830013
MIMAT0004597	hsa-miR-140-3p	-0.471690540996286	9.45334725247513	-3.30785197526704	0.000965149868692796	0.012179272152552	-1.81429232683585
MIMAT0000097	hsa-miR-99a-5p	-0.828870788765252	10.8898574639844	-3.13395160484647	0.00176221248630356	0.0203441221164088	-2.36767618036301
MIMAT0000265	hsa-miR-204-5p	-0.314897612199211	6.56039593940158	-3.13336436502627	0.00176571625916001	0.0203441221164088	-2.36949503397489
MIMAT0004694	hsa-miR-342-5p	0.613358311279178	9.08578630529948	3.11920119223123	0.0018521876059449	0.0204463804989273	-2.41326078870133
MIMAT0000243	hsa-miR-148a-3p	-0.768129915613228	10.5312657984815	-3.10198705230429	0.00196252462549113	0.0204463804989273	-2.46619129030299
MIMAT0000732	hsa-miR-378a-3p	-0.27589668426851	6.87952390670881	-3.095438754193	0.00200605997347966	0.0204463804989273	-2.48625037272908
MIMAT0004504	hsa-miR-31-3p	-0.515269225002341	6.91252832995636	-3.05406653843094	0.00230226398436253	0.022596294661336	-2.61201777370778
MIMAT0000761	hsa-miR-324-5p	0.366297661503099	8.34633377502605	3.00172298557448	0.00273437782806518	0.0258789330156169	-2.76874547877654
MIMAT0000098	hsa-miR-100-5p	-0.664378664465815	10.2443427703977	-2.98902876758392	0.0028497872130019	0.0260411590153622	-2.80635197194202
MIMAT0000736	hsa-miR-381-3p	-0.383485137696804	7.31832500015925	-2.9673102495543	0.00305761156995419	0.0270089022012621	-2.87032817836111
MIMAT0000730	hsa-miR-377-3p	-0.519089753560163	8.1487014875307	-2.90134019959576	0.00377657436622719	0.0322836195822647	-3.06183213814109
MIMAT0000729	hsa-miR-376a-3p	-0.501891375306989	8.1577699570218	-2.87594980973284	0.00409204561743391	0.0338872527693746	-3.13440477091072
MIMAT0000093	hsa-miR-93-5p	0.35486778452466	10.6020256304016	2.84706283255358	0.0044799442168474	0.0359753096201382	-3.21620542744891
MIMAT0005927	hsa-miR-1274a	-0.44054717220259	9.19264660509002	-2.83403239469805	0.0046655973668451	0.0363642147709986	-3.25283736740931
MIMAT0001627	hsa-miR-433-3p	-0.0589809886186465	6.24473593906616	-2.81068338012606	0.0050157918433373	0.0379767096709824	-3.31806218777664
MIMAT0003886	hsa-miR-769-5p	0.294301508381328	7.77661537530124	2.78797145709218	0.00537908692989177	0.0395960565672589	-3.38099569031382
MIMAT0000452	hsa-miR-154-5p	-0.243224188490255	6.90643359399887	-2.74755429601165	0.00608486700896822	0.043580804253421	-3.49174115783245
