	name	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0005893	hsa-miR-1305	-0.556963510088651	6.62302217840244	-10.2151215511165	1.2270636926062e-23	3.25171878540643e-21	42.8107911313767
MIMAT0005942	hsa-miR-1288-3p	-0.287100503249867	6.303152744969	-9.29052738815621	6.04552852651223e-20	8.01032529762871e-18	34.4446690242583
MIMAT0005938	hsa-miR-1274b	-0.678572986429279	12.2184991483195	-4.22521834697637	2.54932849812016e-05	0.00225190684000614	1.68198315786819
MIMAT0007890	hsa-miR-1914-3p	-0.289504309222963	6.87919222936888	-3.88798672765094	0.000106053644228028	0.00702605393010684	0.338157423837627
MIMAT0000417	hsa-miR-15b-5p	0.549088113938412	12.9174956986776	3.51994623042929	0.000446169738918021	0.0236469961626551	-1.00368047414935
MIMAT0003393	hsa-miR-425-5p	0.640300201504679	10.127463922438	3.19402065610671	0.00143588512665155	0.0609588880245322	-2.08263448038335
MIMAT0002872	hsa-miR-501-5p	-0.156634595774846	6.40920563677718	-3.13661737101224	0.00174647205980055	0.0609588880245322	-2.26198568264249
MIMAT0000450	hsa-miR-149-5p	0.746182338212814	7.86337970139614	3.09699081436238	0.00199575412065288	0.0609588880245322	-2.38392540473936
MIMAT0005954	hsa-miR-720	-0.600457015528869	14.8458364006796	-3.08602420196809	0.00207030185743694	0.0609588880245322	-2.41740216190322
MIMAT0000267	hsa-miR-210-3p	0.912823516438135	9.90870961796849	2.97014453888434	0.00302984710859843	0.0802909483778583	-2.76398019404699
MIMAT0000080	hsa-miR-24-3p	0.358310759210616	12.1272954530589	2.93844694099183	0.00335534783135107	0.0808333795734575	-2.856503444021
MIMAT0000104	hsa-miR-107	0.46735697454631	10.2382044668812	2.91061048896874	0.00366715682643617	0.0809830465837987	-2.93694812543496
MIMAT0005911	hsa-miR-1260	-0.498920376284979	10.7749738776768	-2.85254344455021	0.00440403144860984	0.089774487221662	-3.10232261886892
MIMAT0000101	hsa-miR-103a-3p	0.400479148799239	12.7713935340592	2.81092754868789	0.00501217297601893	0.0948732741889297	-3.21881926254556
MIMAT0000066	hsa-let-7e-5p	0.743432713481827	12.1243908235698	2.76019443513933	0.00585582706517536	0.103452944818098	-3.35854940914148
MIMAT0000226	hsa-miR-196a-5p	1.25352637258873	9.36834587974525	2.57161490965643	0.0102300949161929	0.168117535861654	-3.85586838008166
MIMAT0000436	hsa-miR-144-3p	-0.713076163179822	7.71061184695852	-2.54641870293053	0.0109951111107643	0.168117535861654	-3.91967843465454
MIMAT0005939	hsa-miR-1281	-0.108646912491802	6.45665506791956	-2.53311271513536	0.0114193043226784	0.168117535861654	-3.9531251631033
MIMAT0004795	hsa-miR-574-5p	-0.535138113757536	8.93694670046126	-2.50407863653247	0.0123957496347446	0.171133057295563	-4.02550444115268
MIMAT0000732	hsa-miR-378a-3p	-0.237483916162129	6.88525180906328	-2.48943679706291	0.012915702437401	0.171133057295563	-4.06169169006346
MIMAT0000243	hsa-miR-148a-3p	-0.675244495278799	10.5601234126249	-2.45097960734033	0.0143744701035636	0.181392122735445	-4.15573708847039
MIMAT0003228	hsa-miR-564	-0.09046925399202	6.35589544838249	-2.40860477392557	0.0161485866615215	0.19451706660469	-4.25768261538265
MIMAT0000418	hsa-miR-23b-3p	0.434942444097322	10.2881767960856	2.37275974011502	0.0177969205264603	0.205051475630956	-4.34254269939527
MIMAT0004600	hsa-miR-144-5p	-0.341982559861314	6.60585015566485	-2.27142394603666	0.0232801367343989	0.25487272648549	-4.57561982459756
MIMAT0000076	hsa-miR-21-5p	0.488978600948299	15.5580177136116	2.25351667493903	0.0243884965846894	0.25487272648549	-4.61575819417599
MIMAT0002819	hsa-miR-193b-3p	0.442028530201692	10.5828371009472	2.24125365995147	0.0251736665151904	0.25487272648549	-4.64306333537511
MIMAT0004603	hsa-miR-125b-2-3p	-0.282749855925871	7.08174665886831	-2.22917782950404	0.025968164585314	0.25487272648549	-4.66980718518987
MIMAT0000261	hsa-miR-183-5p	0.630822886064736	9.86570730666617	2.18271224549407	0.0292309791865401	0.262887261620666	-4.77137493818808
MIMAT0002816	hsa-miR-494-3p	-0.854313409656856	10.3067808972855	-2.17710222364476	0.0296478529258736	0.262887261620666	-4.78349402203687
MIMAT0001627	hsa-miR-433-3p	-0.0484240128812905	6.24956093502859	-2.15314004923574	0.0314865673809106	0.262887261620666	-4.83490982093941
MIMAT0005927	hsa-miR-1274a	-0.358579328773129	9.22204169939259	-2.12805007803565	0.0335159300261547	0.262887261620666	-4.88813992728387
MIMAT0000266	hsa-miR-205-5p	-0.952762796448764	10.0020977084986	-2.11774417342337	0.034381402256493	0.262887261620666	-4.90982507618347
MIMAT0000256	hsa-miR-181a-5p	0.448143281745439	9.45408340795306	2.11272243445146	0.0348100007306272	0.262887261620666	-4.92035366991558
MIMAT0000250	hsa-miR-139-5p	-0.267410577139621	6.92157093526014	-2.09599357879245	0.0362708905500128	0.262887261620666	-4.95524831521538
MIMAT0004697	hsa-miR-151-5p	0.410222870415157	8.87594912977931	2.09504873222473	0.0363549398066602	0.262887261620666	-4.95721094512868
MIMAT0002177	hsa-miR-486-5p	-0.440717144017991	7.24429507137903	-2.08013198729351	0.0377040450752667	0.262887261620666	-4.98807942482835
MIMAT0000084	hsa-miR-27a-3p	0.349840137102786	13.3719183693488	2.07951865620581	0.0377604169744222	0.262887261620666	-4.98934395246045
MIMAT0002876	hsa-miR-505-3p	-0.198268679418184	7.27497891790635	-2.07252925028452	0.0384079065918467	0.262887261620666	-5.0037281045129
