MIMAT	name	logFC.merged	adj.P.Val.merged	logFC.meta	adj.P.Val.meta	same_dir	consensus	curated
MIMAT0000432	hsa-miR-141	-0.0588324	9.145e-01	 0.2390390	0.907449	FALSE	FALSE	white
MIMAT0000437	hsa-miR-145	-0.0487061	9.145e-01	-0.0266456	0.990129	 TRUE	FALSE	white
MIMAT0000442	hsa-miR-9*	 0.0363601	9.145e-01	 0.8518731	0.692866	 TRUE	FALSE	white
MIMAT0000687	hsa-miR-299-3p	-0.0134627	9.145e-01	-0.6768358	0.754665	 TRUE	FALSE	white
MIMAT0000689	hsa-miR-99b	 0.0301397	9.145e-01	-0.1084065	0.961877	FALSE	FALSE	white
MIMAT0000737	hsa-miR-382	 0.0155573	9.145e-01	-0.3467646	0.884854	FALSE	FALSE	white
MIMAT0000770	hsa-miR-133b	 0.0208078	9.145e-01	-0.4743781	0.829559	FALSE	FALSE	white
MIMAT0001639	hsa-miR-409-3p	 0.0165537	9.145e-01	-0.5581258	0.793467	FALSE	FALSE	white
MIMAT0003221	hsa-miR-557	 0.0123410	9.145e-01	 0.6870074	0.754665	 TRUE	FALSE	purple
MIMAT0003258	hsa-miR-590-5p	-0.0493497	9.145e-01	-0.5793831	0.793467	 TRUE	FALSE	white
MIMAT0003330	hsa-miR-654-5p	-0.0046499	9.145e-01	 0.5491161	0.795171	FALSE	FALSE	white
MIMAT0003885	hsa-miR-454	 0.0355372	9.145e-01	 0.1097338	0.961877	 TRUE	FALSE	white
MIMAT0004552	hsa-miR-139-3p	 0.0136518	9.145e-01	 0.2411678	0.907449	 TRUE	FALSE	white
MIMAT0004557	hsa-miR-34a*	-0.0140813	9.145e-01	-0.5636763	0.793467	 TRUE	FALSE	white
MIMAT0004683	hsa-miR-362-3p	-0.0229466	9.145e-01	-0.3770258	0.877743	 TRUE	FALSE	white
MIMAT0004689	hsa-miR-377*	 0.0066819	9.145e-01	-0.2575935	0.901820	FALSE	FALSE	white
MIMAT0004761	hsa-miR-483-5p	 0.0304356	9.145e-01	 0.4432738	0.829559	 TRUE	FALSE	white
MIMAT0005796	hsa-miR-1271	 0.0171298	9.145e-01	-0.1552045	0.947933	FALSE	FALSE	white
MIMAT0000617	hsa-miR-200c	 0.0341130	9.178e-01	 0.1599699	0.947725	 TRUE	FALSE	white
MIMAT0004610	hsa-miR-150*	 0.0153199	9.178e-01	 0.2616548	0.901820	 TRUE	FALSE	white
MIMAT0000076	hsa-miR-21	 0.0280760	9.260e-01	-0.9453790	0.640754	FALSE	FALSE	white
MIMAT0000510	hsa-miR-320a	-0.0200346	9.266e-01	-0.3506897	0.884854	 TRUE	FALSE	rejected
MIMAT0004951	hsa-miR-887	-0.0129439	9.403e-01	-0.1132631	0.961877	 TRUE	FALSE	white
MIMAT0004504	hsa-miR-31*	-0.0166232	9.458e-01	-0.7065322	0.750835	 TRUE	FALSE	white
MIMAT0002174	hsa-miR-484	 0.0060359	9.484e-01	-0.1312078	0.960607	FALSE	FALSE	rejected
MIMAT0000762	hsa-miR-324-3p	-0.0060740	9.808e-01	-0.3624198	0.884854	 TRUE	FALSE	white
MIMAT0004558	hsa-miR-181a-2*	 0.0028412	9.860e-01	-0.2606818	0.901820	FALSE	FALSE	white
MIMAT0000425	hsa-miR-130a	-0.0042429	9.931e-01	-1.2557771	0.456118	 TRUE	FALSE	white
MIMAT0000082	hsa-miR-26a	 0.0012507	9.949e-01	-0.2162687	0.918563	FALSE	FALSE	white
MIMAT0003150	hsa-miR-455-5p	-0.0007119	9.949e-01	-0.3326321	0.885962	 TRUE	FALSE	white
MIMAT0003239	hsa-miR-574-3p	-0.0014259	9.949e-01	 0.5567347	0.793467	FALSE	FALSE	white
