MIMAT	name	logFC.merged	adj.P.Val.merged	TestStatistic.meta	adj.P.Val.meta	same_dir	consensus	curated
MIMAT0004762	hsa-miR-486-3p	-0.0491624	7.962e-01	-0.845500	0.76216	 TRUE	FALSE	white
MIMAT0004784	hsa-miR-455-3p	-0.1843564	7.962e-01	-0.993438	0.70191	 TRUE	FALSE	white
MIMAT0005593	hsa-miR-1238-3p	-0.0361685	7.962e-01	-2.339555	0.22245	 TRUE	FALSE	rejected
MIMAT0000433	hsa-miR-142-5p	-0.2000928	8.064e-01	-1.293054	0.58294	 TRUE	FALSE	white
MIMAT0000761	hsa-miR-324-5p	 0.0994471	8.142e-01	 1.106269	0.62993	 TRUE	FALSE	white
MIMAT0003338	hsa-miR-660-5p	-0.1459866	8.173e-01	-0.595074	0.80870	 TRUE	FALSE	white
MIMAT0002821	hsa-miR-181d-5p	-0.1060895	8.223e-01	-0.407694	0.86251	 TRUE	FALSE	white
MIMAT0002174	hsa-miR-484	-0.0534615	8.230e-01	-0.259318	0.91643	 TRUE	FALSE	rejected
MIMAT0000437	hsa-miR-145-5p	-0.1760049	8.338e-01	-1.203970	0.58815	 TRUE	FALSE	white
MIMAT0000082	hsa-miR-26a-5p	-0.1144664	8.443e-01	-0.691338	0.78905	 TRUE	FALSE	white
MIMAT0000085	hsa-miR-28-5p	 0.1184346	8.443e-01	 0.698970	0.78905	 TRUE	FALSE	white
MIMAT0000092	hsa-miR-92a-3p	-0.1325779	8.443e-01	-1.738793	0.34522	 TRUE	FALSE	white
MIMAT0000461	hsa-miR-195-5p	-0.2042021	8.443e-01	-0.560728	0.80870	 TRUE	FALSE	white
MIMAT0000687	hsa-miR-299-3p	-0.0462179	8.443e-01	-1.001573	0.69905	 TRUE	FALSE	white
MIMAT0000691	hsa-miR-130b-3p	 0.1186816	8.443e-01	 0.940400	0.72408	 TRUE	FALSE	white
MIMAT0002176	hsa-miR-485-3p	-0.0247900	8.443e-01	-0.800814	0.76216	 TRUE	FALSE	white
MIMAT0002814	hsa-miR-432-5p	-0.0494441	8.443e-01	-1.430517	0.48132	 TRUE	FALSE	white
MIMAT0004514	hsa-miR-29b-1-5p	-0.0712433	8.443e-01	-0.518592	0.81856	 TRUE	FALSE	white
MIMAT0004673	hsa-miR-29c-5p	 0.1202461	8.443e-01	 1.817996	0.34204	 TRUE	FALSE	white
MIMAT0004814	hsa-miR-654-3p	-0.0896062	8.443e-01	-1.050432	0.66481	 TRUE	FALSE	white
MIMAT0004493	hsa-miR-20a-3p	-0.0872693	8.488e-01	-0.459657	0.84963	 TRUE	FALSE	white
MIMAT0000416	hsa-miR-1-3p	-0.0959026	8.539e-01	-0.543070	0.81076	 TRUE	FALSE	white
MIMAT0000254	hsa-miR-10b-5p	 0.2016804	8.541e-01	 0.795817	0.76216	 TRUE	FALSE	white
MIMAT0000680	hsa-miR-106b-5p	 0.0951816	8.541e-01	 0.536751	0.81076	 TRUE	FALSE	white
MIMAT0000703	hsa-miR-361-5p	-0.0751325	8.555e-01	-0.790156	0.76216	 TRUE	FALSE	white
MIMAT0005948	hsa-miR-664*	 0.0738204	8.602e-01	 1.529941	0.43374	 TRUE	FALSE	rejected
MIMAT0000231	hsa-miR-199a-5p	 0.1432964	8.607e-01	 0.413778	0.86251	 TRUE	FALSE	white
MIMAT0000707	hsa-miR-363-3p	 0.1786279	8.607e-01	 1.106821	0.62993	 TRUE	FALSE	white
MIMAT0000730	hsa-miR-377-3p	-0.1233928	8.607e-01	-1.026969	0.68027	 TRUE	FALSE	white
MIMAT0000756	hsa-miR-326	 0.0479578	8.607e-01	 1.118904	0.62832	 TRUE	FALSE	white
MIMAT0006764	hsa-miR-320d	-0.0957668	8.755e-01	-1.267746	0.58294	 TRUE	FALSE	rejected
MIMAT0000064	hsa-let-7c-5p	 0.0945098	8.904e-01	-0.659456	0.78974	FALSE	FALSE	white
MIMAT0000263	hsa-miR-199b-5p	 0.1628370	8.904e-01	 0.633148	0.79748	 TRUE	FALSE	white
MIMAT0000414	hsa-let-7g-5p	 0.1545913	8.904e-01	 0.963262	0.71682	 TRUE	FALSE	white
MIMAT0004982	hsa-miR-939-5p	-0.0865420	8.904e-01	 0.536292	0.81076	FALSE	FALSE	rejected
MIMAT0000646	hsa-miR-155-5p	 0.1329517	8.921e-01	 0.752844	0.76216	 TRUE	FALSE	white
MIMAT0002175	hsa-miR-485-5p	-0.0210758	8.921e-01	-0.753624	0.76216	 TRUE	FALSE	white
MIMAT0004587	hsa-miR-23b-5p	 0.0337725	8.921e-01	 0.434390	0.86251	 TRUE	FALSE	white
MIMAT0000069	hsa-miR-16-5p	 0.1215341	8.984e-01	 0.570480	0.80870	 TRUE	FALSE	white
MIMAT0000072	hsa-miR-18a-5p	 0.0705954	8.984e-01	 0.799868	0.76216	 TRUE	FALSE	white
MIMAT0000075	hsa-miR-20a-5p	-0.1276025	8.984e-01	-0.452586	0.84963	 TRUE	FALSE	white
MIMAT0000098	hsa-miR-100-5p	-0.1346209	8.984e-01	-1.282384	0.58294	 TRUE	FALSE	white
MIMAT0000269	hsa-miR-212-3p	 0.0285341	8.984e-01	 0.696328	0.78905	 TRUE	FALSE	white
MIMAT0000426	hsa-miR-132-3p	-0.0378162	8.984e-01	-0.110636	0.94487	 TRUE	FALSE	white
MIMAT0000434	hsa-miR-142-3p	-0.1405104	8.984e-01	-0.393837	0.86306	 TRUE	FALSE	white
MIMAT0000442	hsa-miR-9-3p	 0.0803623	8.984e-01	 0.931940	0.72744	 TRUE	FALSE	white
MIMAT0000452	hsa-miR-154-5p	-0.0446857	8.984e-01	-0.600937	0.80870	 TRUE	FALSE	white
MIMAT0000455	hsa-miR-185-5p	-0.0543965	8.984e-01	-0.575938	0.80870	 TRUE	FALSE	white
MIMAT0000460	hsa-miR-194-5p	 0.0459986	8.984e-01	 0.909050	0.74121	 TRUE	FALSE	white
MIMAT0000685	hsa-miR-34b-5p	-0.0647389	8.984e-01	-0.282762	0.90749	 TRUE	FALSE	white
MIMAT0000686	hsa-miR-34c-5p	-0.0722769	8.984e-01	-0.211808	0.92187	 TRUE	FALSE	white
MIMAT0000688	hsa-miR-301a-3p	 0.1131184	8.984e-01	 0.426791	0.86251	 TRUE	FALSE	white
MIMAT0000720	hsa-miR-376c-3p	-0.1032253	8.984e-01	-0.693971	0.78905	 TRUE	FALSE	white
MIMAT0000728	hsa-miR-375	 0.1848707	8.984e-01	 0.762939	0.76216	 TRUE	FALSE	white
MIMAT0000729	hsa-miR-376a-3p	-0.1000677	8.984e-01	-0.908507	0.74121	 TRUE	FALSE	white
MIMAT0000765	hsa-miR-335-5p	-0.0840537	8.984e-01	-0.558108	0.80870	 TRUE	FALSE	white
MIMAT0001412	hsa-miR-18b-5p	 0.0621580	8.984e-01	 0.488243	0.83279	 TRUE	FALSE	white
MIMAT0001536	hsa-miR-429	 0.0970837	8.984e-01	 0.875695	0.75386	 TRUE	FALSE	white
MIMAT0001618	hsa-miR-191-3p	 0.0159347	8.984e-01	-1.024756	0.68027	FALSE	FALSE	white
MIMAT0001638	hsa-miR-409-5p	-0.0223605	8.984e-01	-0.560604	0.80870	 TRUE	FALSE	white
MIMAT0001639	hsa-miR-409-3p	-0.0363534	8.984e-01	-0.768729	0.76216	 TRUE	FALSE	white
MIMAT0003180	hsa-miR-487b-3p	 0.0468937	8.984e-01	 0.680043	0.78974	 TRUE	FALSE	white
MIMAT0003330	hsa-miR-654-5p	-0.0150905	8.984e-01	-0.211844	0.92187	 TRUE	FALSE	white
MIMAT0003879	hsa-miR-758-3p	-0.0326104	8.984e-01	-0.713783	0.78905	 TRUE	FALSE	white
MIMAT0003885	hsa-miR-454-3p	 0.0707687	8.984e-01	 0.783404	0.76216	 TRUE	FALSE	white
MIMAT0004552	hsa-miR-139-3p	-0.0255936	8.984e-01	-0.408641	0.86251	 TRUE	FALSE	white
MIMAT0004558	hsa-miR-181a-2-3p	-0.0298546	8.984e-01	-0.356509	0.88104	 TRUE	FALSE	white
MIMAT0004568	hsa-miR-221-5p	-0.0503400	8.984e-01	-0.583368	0.80870	 TRUE	FALSE	white
MIMAT0004594	hsa-miR-132-5p	 0.0400117	8.984e-01	 1.062599	0.65785	 TRUE	FALSE	white
MIMAT0004601	hsa-miR-145-3p	-0.0614683	8.984e-01	-0.537772	0.81076	 TRUE	FALSE	white
MIMAT0004683	hsa-miR-362-3p	-0.0556169	8.984e-01	-0.298954	0.89841	 TRUE	FALSE	white
MIMAT0004767	hsa-miR-193b-5p	 0.0341877	8.984e-01	 0.509441	0.82115	 TRUE	FALSE	white
MIMAT0004945	hsa-miR-744-5p	-0.0334873	8.984e-01	 0.297363	0.89841	FALSE	FALSE	white
MIMAT0004951	hsa-miR-887-3p	-0.0519160	8.984e-01	-0.561288	0.80870	 TRUE	FALSE	white
MIMAT0004954	hsa-miR-543	-0.0150557	8.984e-01	-0.455444	0.84963	 TRUE	FALSE	white
MIMAT0005949	hsa-miR-664	-0.0245705	8.984e-01	-0.249145	0.91750	 TRUE	FALSE	rejected
MIMAT0000073	hsa-miR-19a-3p	-0.0645548	9.117e-01	-0.212968	0.92187	 TRUE	FALSE	white
MIMAT0000097	hsa-miR-99a-5p	-0.1030218	9.117e-01	-0.688253	0.78905	 TRUE	FALSE	white
MIMAT0000083	hsa-miR-26b-5p	-0.1151077	9.147e-01	 0.422168	0.86251	FALSE	FALSE	white
MIMAT0000222	hsa-miR-192-5p	 0.0655146	9.147e-01	 0.800105	0.76216	 TRUE	FALSE	white
MIMAT0000420	hsa-miR-30b-5p	-0.0542851	9.147e-01	 0.324844	0.88604	FALSE	FALSE	white
MIMAT0000733	hsa-miR-379-5p	-0.0416981	9.147e-01	-0.320019	0.88604	 TRUE	FALSE	white
MIMAT0000752	hsa-miR-328-3p	-0.0112361	9.147e-01	 0.096060	0.94487	FALSE	FALSE	white
MIMAT0000759	hsa-miR-148b-3p	-0.0408934	9.147e-01	-0.013380	0.99275	 TRUE	FALSE	white
MIMAT0003329	hsa-miR-411-5p	 0.0165173	9.147e-01	 0.634708	0.79748	 TRUE	FALSE	white
MIMAT0005792	hsa-miR-320b	-0.0510749	9.147e-01	-1.262218	0.58294	 TRUE	FALSE	rejected
MIMAT0000449	hsa-miR-146a-5p	-0.0644172	9.190e-01	-0.114247	0.94487	 TRUE	FALSE	white
