	logFC	AveExpr	t	P.Value	adj.P.Val	B
MIMAT0004761	-0.441866220122879	7.70573379863177	-2.36873707255313	0.0179693725858849	0.0513962699768322	-4.60471653590233
MIMAT0000092	-0.435186020214839	8.91761951447317	-2.3506774860776	0.0188623743297005	0.0532029942759697	-4.64705112322593
MIMAT0000459	-0.346564661259101	8.02627063254423	-2.34794007284137	0.0190010693842749	0.0532029942759697	-4.6534399840526
MIMAT0005865	-0.726949212318001	11.2997920564771	-2.2744635318277	0.0230725014407109	0.0639300560753031	-4.8221645389561
MIMAT0003885	0.416081940147983	7.37406850079631	2.22981666820815	0.0259005226331091	0.0710261754681137	-4.92208464370705
MIMAT0000073	0.433049598252576	9.29081858754097	2.21721238890633	0.0267513167938791	0.0726107170119576	-4.94993688109727
MIMAT0000425	-0.432691813787462	10.5570734516748	-2.20735365820194	0.0274335212063752	0.0737102690999577	-4.97161280308598
MIMAT0002173	-0.163215336937115	6.38252241797201	-2.19532375392419	0.0282862721903603	0.0752414840263585	-4.99793234304734
MIMAT0000222	0.443342829272171	8.04023940008042	2.18783922874903	0.0288282768628345	0.0759239766882572	-5.01423517296305
MIMAT0000101	0.290625782277155	12.419752889664	2.16642251169745	0.0304289202021722	0.0791470434898523	-5.06057943788989
MIMAT0000710	-0.451951003406911	9.4157620227778	-2.16357792785201	0.0306471634565969	0.0791470434898523	-5.06670082515661
MIMAT0000431	-0.364904763366852	9.98079926611106	-2.13090555610681	0.0332518895666849	0.0850481021609441	-5.13643664258087
MIMAT0004558	0.163829387193793	6.73352352389779	2.10855351290789	0.0351411631820805	0.088181929059606	-5.18353703261642
MIMAT0000252	0.585072463900594	7.79067575479418	2.10576914043291	0.0353828118492549	0.088181929059606	-5.18936969289495
MIMAT0004673	-0.414424351415955	8.66544686550759	-2.10341050807097	0.0355886206197431	0.088181929059606	-5.19430452385022
MIMAT0000720	-0.407301027748258	8.2258267336999	-2.09742253771883	0.0361157139444061	0.088181929059606	-5.20680810692383
MIMAT0001618	-0.0935817072090277	6.45051875184377	-2.09555291953946	0.036281646483171	0.088181929059606	-5.21070482718765
MIMAT0000445	-0.533065358992204	9.43987586457774	-2.09348191571656	0.0364662112652506	0.088181929059606	-5.21501724812043
MIMAT0001412	0.300343505911176	7.13683013014711	2.08591364522287	0.0371475098435764	0.0890201587242462	-5.23074048561385
MIMAT0003221	-0.151354345737414	6.61469699109941	-2.04597571680428	0.0409250251043933	0.09647729942779	-5.31277437237072
MIMAT0000452	-0.201896062337264	6.87093642196019	-2.04537019507467	0.0409847174260912	0.09647729942779	-5.31400599649499
MIMAT0001080	-0.36515839080132	7.75491457472612	-2.03001244967027	0.0425235543453972	0.0992216268059268	-5.34512223681221
MIMAT0000254	-0.614337668488627	10.0067458259698	-2.01577064721605	0.0439940093290091	0.101760056361012	-5.37376899319749
MIMAT0002821	0.256299399625124	7.32829702640851	2.00502421236581	0.045131813343459	0.103491916804828	-5.3952521543314
MIMAT0000072	0.332223006185748	7.29348002878611	1.98486526818433	0.047333221679585	0.107612281767262	-5.43524364795273
MIMAT0000278	0.342643104742278	7.9340789626865	1.96371251899831	0.049739641522061	0.112124954617527	-5.47677434238486
MIMAT0000703	-0.22111586039389	9.99961285661738	-1.95320567332578	0.0509726128595139	0.113938781685972	-5.49723859042095
MIMAT0000226	0.855443873687256	9.02349638019902	1.94741923403042	0.0516625195973245	0.114518585107403	-5.50846222066489
MIMAT0000687	-0.130458350896396	6.50353503252879	-1.93675779829007	0.052954147539419	0.115861061361159	-5.5290548275076
MIMAT0000245	-0.394366775572329	10.1732007340677	-1.93524751206366	0.0531392837821859	0.115861061361159	-5.53196285406126
MIMAT0000729	-0.365590954228579	8.08501339728977	-1.92694686015962	0.05416649503942	0.117140550247851	-5.54790529213984
MIMAT0000280	0.53831147579986	10.157099845418	1.89930627901884	0.0577073126058497	0.123791493170613	-5.6005007648156
MIMAT0000081	0.265137638205761	8.72888990752727	1.89183061636789	0.0586973900647618	0.124908046057813	-5.61459576950254
MIMAT0004784	0.404501330325587	8.45669540356226	1.88246799227315	0.0599572513177506	0.126576419448585	-5.63217050205286
MIMAT0000455	0.24547460068459	9.05166741323934	1.86882440838137	0.061833290071019	0.1295090957393	-5.65762568628858
MIMAT0000084	-0.293377630126374	13.0427602724224	-1.85386420343702	0.0639459990086325	0.132887779189814	-5.6853254405196
MIMAT0000451	0.657513065385559	10.6639116382438	1.84820229193523	0.0647609956335807	0.133538177042887	-5.69575100477704
MIMAT0004484	-0.0498062931284977	6.24754947099039	-1.83646909217176	0.0664772377105965	0.13602265562322	-5.717254863294
MIMAT0000087	-0.586975445652877	10.5765517873591	-1.80115953433636	0.0718695140941682	0.145465506200677	-5.78114525963503
MIMAT0000089	0.31899521820278	7.06823885933918	1.79915628128812	0.0721858902950726	0.145465506200677	-5.78473299286502
MIMAT0002876	0.172872302413354	7.16818269478042	1.79411062798898	0.0729878177258584	0.145975635451717	-5.79375190438476
MIMAT0000094	0.264312856405675	6.96204448267104	1.77915726183157	0.0754073650427187	0.149503456905324	-5.82033231583595
MIMAT0000762	-0.23260042151716	8.99764544798564	-1.77630758223442	0.0758758145948073	0.149503456905324	-5.82537263898094
MIMAT0000685	0.268133214746064	8.24997394354064	1.73714309676381	0.0825579896531546	0.160506184021121	-5.89382882664937
MIMAT0004605	-0.10336545602757	6.44069923163558	-1.73652748168543	0.0826667188379457	0.160506184021121	-5.89489273363037
MIMAT0002874	0.231334890326581	7.0998822749882	1.7197935692083	0.0856670081072156	0.164491704901336	-5.92366841777025
MIMAT0003294	0.321271054136526	7.53656290685048	1.71820586621919	0.0859561916589687	0.164491704901336	-5.92638421862022
MIMAT0003150	0.188903847024224	6.89485328340271	1.66738113361876	0.095638034632876	0.181712265802464	-6.01200053365898
MIMAT0002813	0.143631697323135	6.51788419287145	1.66168835370528	0.0967748739141898	0.182568201852301	-6.02143073943472
MIMAT0004674	0.076883558725128	6.57378091027952	1.65293576851795	0.0985438278246195	0.184596184516541	-6.03586688303507
MIMAT0000727	0.349762245137573	7.93315477563058	1.62391419126518	0.104594817423409	0.194560989053335	-6.08319021600964
MIMAT0000446	-0.293174798307189	7.99986251706423	-1.6080316062483	0.108029275158364	0.199554077723089	-6.10873506282689
MI0000433_MIMAT0000414	0.433478549617707	10.7773335617655	1.58916625539767	0.112224159310049	0.204600071711246	-6.13875210641784
MIMAT0004945	0.129265304339212	6.59596031845468	1.58883350392273	0.112299287480609	0.204600071711246	-6.13927838520986
MIMAT0001341	0.439000093202403	8.84658888484051	1.56930111271665	0.116779256064793	0.211314844307721	-6.16997827146105
MIMAT0005796	-0.116062912015655	6.75630339641632	-1.54937315130852	0.121493542178335	0.217474828149436	-6.20090975601499
MIMAT0002871	0.12019629934954	7.16347885545163	1.54802153798729	0.121818606745361	0.217474828149436	-6.20299341229791
MIMAT0001413	0.342169008003295	9.16523869149503	1.52776433713099	0.126772446166114	0.22480430666232	-6.23400484382701
MIMAT0003888	0.0843929040990146	6.87296281791172	1.52328504245192	0.127888751358127	0.22480430666232	-6.24080714225571
MIMAT0003338	0.271772042920594	8.52811902007619	1.5210061882126	0.12845960380704	0.22480430666232	-6.24426018862381
MIMAT0004568	0.173062458369943	6.78143467946674	1.51009933248702	0.131219258691782	0.228132828836694	-6.26071548970562
MIMAT0000082	-0.249551073441075	10.820891049991	-1.49324527808592	0.135573877092026	0.234173060431681	-6.28591118597909
MIMAT0000244	-0.2769458439614	9.9203178623211	-1.48457800932798	0.137856338282467	0.236579264407331	-6.29875838890156
MIMAT0004689	-0.0647002110643351	6.31325377175824	-1.38731480234601	0.165542641422306	0.281483176956124	-6.43781335520376
MIMAT0000069	0.446118145196516	12.7495399416753	1.38536192921305	0.166138566850043	0.281483176956124	-6.44050912268055
MIMAT0000100	0.329742096392108	9.30097322277253	1.3669610343048	0.171833170777534	0.289288755865975	-6.46572390776558
MIMAT0000255	0.204203186486811	12.6594595830052	1.35511363586719	0.175576247109371	0.293731331642093	-6.48178042878818
MIMAT0004606	-0.123693974345064	6.69252735807656	-1.34120611841838	0.180047484381958	0.299328942785005	-6.50045106425803
MIMAT0003945	0.142187821914686	6.75806744813808	1.31996316034738	0.187039696038768	0.309022106498834	-6.52859848607391
MIMAT0000687_MIMAT0002890	-0.17031162751617	6.85771147569811	-1.31522542067005	0.188626163689339	0.309719503341754	-6.5348149524705
MIMAT0003228	0.0464853323447114	6.31452467982356	1.29567761000995	0.195276994935998	0.318672887441568	-6.56022809482923
MIMAT0003326	0.277487566522247	7.98269033138259	1.27618277541235	0.202079629041295	0.3277633007621	-6.58519418151783
MIMAT0002805	-0.172075090780392	6.5637644170036	-1.27054509197783	0.204078730725032	0.327933557329882	-6.59234368198324
MIMAT0005949	0.0703576654468456	6.5546276306864	1.26894070313962	0.204650265100603	0.327933557329882	-6.59437253435852
MIMAT0004600	-0.192108589235564	6.58975661853966	-1.26367250621441	0.206535157754561	0.328876789941153	-6.60101651427402
MIMAT0003299	0.162802339178054	6.78276785759211	1.25878474141151	0.208295190916008	0.328876789941153	-6.60715604413486
MIMAT0004504	0.219010959180434	6.83171310244066	1.25589180390373	0.209342021193002	0.328876789941153	-6.61077868184415
MIMAT0000730	-0.240459213382691	8.06093553923054	-1.25249148464456	0.210577321082392	0.328876789941153	-6.61502604607615
MIMAT0004695	-0.135494266377869	6.8523169396759	-1.25017801142052	0.211420793533598	0.328876789941153	-6.61790925341259
MIMAT0003258	0.276361188216248	8.59476403938184	1.21456172346818	0.224715897927205	0.347525749119981	-6.66162527098784
MIMAT0004982	-0.181032025033582	7.5263981252717	-1.1869366055664	0.235432150974781	0.361993943117294	-6.69466440622465
MIMAT0000460	0.128197922887145	7.26582987609062	1.15915652481384	0.246568617858569	0.376938231898732	-6.72712371230217
MIMAT0000083	0.419937944007756	9.95638391598913	1.15514107623473	0.248208396375095	0.377028373824257	-6.73175203977917
MIMAT0004774	0.0760425016932746	6.67168164903091	1.15208286557524	0.249462382680711	0.377028373824257	-6.7352662700911
MIMAT0003239	0.167868719887469	7.85858645327267	1.14727365254738	0.251443300869569	0.377875243114719	-6.74077378795239
MIMAT0000096	0.282206325539327	8.44689933564085	1.10994732347385	0.267191661976857	0.399286416212607	-6.78273791184212
MIMAT0005593	-0.051035646351246	6.51671790252733	-1.10443316076404	0.269574478943956	0.400596711726773	-6.78881973800228
MIMAT0004814	-0.1339743717309	6.98972564363538	-1.0880621456196	0.276734636359885	0.408952295954052	-6.80669791093762
MIMAT0000075	0.267777661714131	11.2198998018467	1.02911380020767	0.303584682609156	0.446152074994671	-6.86886488216708
MIMAT0000104	0.151627086104449	10.0310490902661	0.994710807533056	0.320030183138719	0.467736421510436	-6.90354872422582
MIMAT0000080	-0.117648809991397	11.9146872837685	-0.98208177726214	0.32621084125316	0.474164392204047	-6.91598534329246
MIMAT0000253	-0.332083751188769	8.7071737236902	-0.971171417114355	0.33161248578668	0.479396310974222	-6.92660169440015
MIMAT0000420	0.179154081725207	9.43390473446818	0.964498154120362	0.334944735481308	0.481596214259611	-6.9330367433476
MIMAT0002888	0.118616259286515	8.01355648462626	0.960473108777794	0.336965019233813	0.48189621030212	-6.93689668095695
MIMAT0000457	0.113994824970352	7.15729279758722	0.936484730142448	0.349167665838228	0.496677000604111	-6.95956666517525
MIMAT0002171	-0.0919812781438063	6.76258028315551	-0.923936195476068	0.355661482468649	0.500906036619861	-6.97119738047306
MIMAT0004493	0.114716954179412	7.0706863994395	0.923464769012938	0.355906920756217	0.500906036619861	-6.97163127150858
MIMAT0000426	-0.100079300747018	7.46928561995217	-0.914507252550816	0.360590763970508	0.504827069558711	-6.97983354921669
MIMAT0005948	0.0997812108191569	6.96379360195748	0.906530362705231	0.364794277882134	0.508038104275643	-6.98707065246478
MIMAT0000275	-0.157043257327262	7.50406529385891	-0.883390137812262	0.37716073432949	0.522524767352315	-7.0077064536636
MIMAT0000067	0.302718166580208	10.9548350627424	0.87777090485969	0.380202329642741	0.52400942841953	-7.0126370930789
MIMAT0001627	0.0200414922477457	6.20700527161862	0.864733941049985	0.38731690904855	0.53106339075729	-7.02395541689572
MIMAT0000078	-0.140918703089886	13.2723339433841	-0.854679264017023	0.392859101639232	0.531565238208169	-7.03256903460754
MIMAT0000263	-0.244835078194708	8.51088273592194	-0.852053657673113	0.394314233688991	0.531565238208169	-7.03480176050045
MIMAT0005939	0.0361151317143706	6.41978398652062	0.850012708838618	0.395447595652791	0.531565238208169	-7.0365325726732
MIMAT0000689	-0.15143191198021	8.24728491770226	-0.8496011448157	0.395676380320367	0.531565238208169	-7.03688109417659
MIMAT0003330	-0.0262868832697123	6.28565226598179	-0.841531470438977	0.400178392174784	0.534911820695943	-7.04368060358321
MIMAT0004589	-0.0649952863419747	6.90702455941092	-0.835907895460385	0.403333889480648	0.535038689133968	-7.04838069630214
MIMAT0003329	-0.0454456350443824	6.34046182848344	-0.834198252849494	0.404296152315517	0.535038689133968	-7.04980334679248
MIMAT0000755	-0.0268139965766183	6.23930295518427	-0.825115330244717	0.409431438044322	0.539152289701929	-7.05731274921323
MIMAT0002175	-0.0326205865164173	6.28786054636817	-0.820399717218196	0.412112788425215	0.540009860695109	-7.06117903969738
MIMAT0005929	-0.163067082598638	8.20297110052521	-0.796701228908094	0.425745001522923	0.555138090221066	-7.08027399437937
MIMAT0004911	0.0587411402303344	7.29964741561146	0.744862540473583	0.456466280187026	0.592292831852434	-7.12009321543341
MIMAT0004951	0.0891202492088485	6.69668268926159	0.730082222768921	0.465448822010249	0.598810684926907	-7.13095624339828
MIMAT0004550	-0.109255245897417	7.21551824142419	-0.729193948120077	0.465991773608533	0.598810684926907	-7.1316021642947
MIMAT0003886	-0.0733679692336411	7.65754166830406	-0.6827989064005	0.494834634342625	0.632817368918934	-7.16424650590304
MIMAT0004514	0.0603765309583464	6.86997357721552	0.634876461664264	0.52560147674153	0.668947334034675	-7.19571450209831
MIMAT0000256	0.122039763625349	9.28289019732451	0.625137959527066	0.531971343537765	0.673830368481169	-7.20182954967347
MIMAT0000419	-0.110426365128587	9.94515820837328	-0.609930642049523	0.541995999436486	0.68327457748865	-7.21118964265493
MIMAT0003389	0.0900153855933867	7.18703921192	0.600616104173316	0.548182380975111	0.687813742166885	-7.21680895946494
MIMAT0000737	0.0528070937525706	6.71696377082731	0.589212443603247	0.555803522148356	0.694102051133628	-7.2235709219065
MIMAT0000705	0.0767060377269191	7.92938537553559	0.575226407692197	0.565220593079673	0.702563914762584	-7.23168724928067
MIMAT0002817	-0.0405260963523482	6.49618813288825	-0.53500714459936	0.592720664030789	0.733319519219487	-7.25394109859081
MIMAT0004762	-0.0296677888139536	6.25236606209311	-0.527512105611177	0.597912531892489	0.736318210571306	-7.25791004002582
MIMAT0000456	0.0583304186596871	8.11557049030037	0.511832270282576	0.608840370357051	0.746320453986062	-7.2660321398215
MIMAT0003180	-0.0512660049180589	6.82337876593274	-0.487150718306973	0.626219518054651	0.764102714690537	-7.27832077338283
MIMAT0004775	0.0405205959497854	7.30916932822933	0.481675390702772	0.630103677699433	0.765331407616663	-7.28096460101751
MIMAT0003163	-0.0309735690942796	6.51874720283274	-0.46738012711728	0.64029278457684	0.774172184988361	-7.28772642091677
MIMAT0000099	-0.081353516013329	8.86247154118912	-0.460724709564934	0.645059920492573	0.776406963126807	-7.29080503248269
MIMAT0000443	0.0822819204308711	9.47151980360219	0.44965185565047	0.653023547862659	0.782451638430033	-7.29582921547376
MIMAT0000085	0.0709725303400877	8.03986372000241	0.431250226901475	0.666345629324902	0.794833800001901	-7.30390848987786
MIMAT0004697	-0.0777413108667622	8.75812908309211	-0.424591905568436	0.671192358860394	0.797040926146718	-7.30674869633827
MIMAT0003340	0.060655842980311	7.40885926561173	0.402403479509655	0.687441877515729	0.812709064085262	-7.31589455356806
MIMAT0004587	0.0229931193885671	6.48870046490242	0.392404314896126	0.694812751216476	0.816896383685685	-7.31985573121793
MIMAT0000416	0.0534381413438174	6.59210603089501	0.389274523027526	0.697125861265603	0.816896383685685	-7.32107512433525
MIMAT0000442	-0.0807816070360214	6.8438542691461	-0.373432790373038	0.708876763590632	0.827022890855737	-7.32709742638352
MIMAT0004748	0.0301644261991152	7.45312465479535	0.340197707888825	0.733753143953946	0.85230714537882	-7.33891904854619
